name,state,population,county_fips,is_county
Tehama County,CA,65484,103,True
Marion County,OH,65366,101,True
Effingham County,GA,65314,103,True
Clay County,MN,65307,027,True
Jefferson County,OH,65280,081,True
Pulaski County,KY,65145,199,True
Carbon County,PA,65018,025,True
Walker County,AL,64978,127,True
Isabella County,MI,64938,073,True
Columbia County,PA,64924,037,True
Coos County,OR,64908,011,True
Salem County,NJ,64840,033,True
Nacogdoches County,TX,64768,347,True
San Benito County,CA,64753,069,True
Chaves County,NM,64701,005,True
Rutherford County,NC,64680,161,True
Hamblen County,TN,64531,063,True
Lamar County,MS,64425,073,True
Warrick County,IN,64065,173,True
Belknap County,NH,63914,001,True
Georgetown County,SC,63594,043,True
Lee County,NC,63560,105,True
Pope County,AR,63475,115,True
Union County,OH,63411,159,True
Darlington County,SC,63025,031,True
Stanly County,NC,62723,167,True
Knox County,OH,62657,083,True
Barry County,MI,62581,015,True
Hall County,NE,62575,079,True
Hood County,TX,62459,221,True
Garfield County,OK,62456,047,True
Laurel County,KY,62442,125,True
Haywood County,NC,62152,087,True
Walla Walla County,WA,62150,071,True
Livingston County,NY,61980,051,True
Reno County,KS,61881,155,True
Garfield County,CO,61683,045,True
Pender County,NC,61592,141,True
Cumberland County,TN,61552,035,True
Columbia County,NY,61469,021,True
Washington County,NY,61310,115,True
Athens County,OH,61276,009,True
Eddy County,NM,61264,015,True
Granville County,NC,61161,077,True
Tipton County,TN,61116,167,True
St. Joseph County,MI,60887,149,True
Crawford County,AR,60593,033,True
Rutland County,VT,60585,021,True
Pittsylvania County,VA,60541,143,True
Herkimer County,NY,60293,043,True
Lincoln County,MO,60172,113,True
Bradford County,PA,60159,015,True
Otter Tail County,MN,60072,111,True
Van Zandt County,TX,60053,467,True
Washington County,VT,59768,023,True
Otsego County,NY,59678,077,True
Washington County,OH,59639,167,True
Mercer County,WV,59530,055,True
Lyon County,NV,59435,019,True
Sampson County,NC,59317,163,True
"Kenai Peninsula Borough, Alaska County",AK,59235,122,True
Blount County,AL,59077,009,True
Newton County,MO,59019,145,True
Pike County,PA,58996,103,True
Sandusky County,OH,58885,143,True
Russell County,AL,58849,113,True
Pickaway County,OH,58809,129,True
Autauga County,AL,58761,001,True
Lowndes County,MS,58547,087,True
Huron County,OH,58518,077,True
Box Elder County,UT,58291,003,True
Oxford County,ME,58276,017,True
Columbia County,WI,58272,021,True
"Carson City, Nevada County",NV,58249,510,True
Genesee County,NY,58204,037,True
Pike County,KY,58196,195,True
Coffee County,TN,58080,031,True
Anderson County,TX,58077,001,True
Iron County,UT,58068,021,True
Jefferson County,WV,58043,037,True
Lawrence County,OH,57994,087,True
Windsor County,VT,57832,027,True
Maverick County,TX,57806,323,True
Gordon County,GA,57785,129,True
"Acadia Parish, Louisiana County",LA,57674,001,True
Waller County,TX,57463,473,True
Putnam County,WV,57347,079,True
Scott County,KY,57286,209,True
Colbert County,AL,57270,033,True
"Vermilion Parish, Louisiana County",LA,57202,113,True
Hawkins County,TN,57107,073,True
Chisago County,MN,56927,025,True
Hardin County,TX,56576,199,True
Pearl River County,MS,56351,109,True
Carter County,TN,56315,019,True
Taney County,MO,56202,213,True
Cherokee County,SC,56200,021,True
Marion County,WV,56194,049,True
Lafayette County,MS,56172,071,True
La Plata County,CO,55983,067,True
Hancock County,ME,55851,009,True
Eagle County,CO,55650,037,True
Whiteside County,IL,55569,195,True
Campbell County,VA,55518,031,True
Loudon County,TN,55507,105,True
Grady County,OK,55314,051,True
Camden County,GA,55105,039,True
Lenoir County,NC,55071,107,True
Seneca County,OH,55062,147,True
Jefferson County,TN,55017,089,True
Tuolumne County,CA,54993,109,True
Franklin County,VA,54838,067,True
Dickson County,TN,54563,043,True
Watauga County,NC,54540,189,True
Saline County,KS,54160,169,True
Johnson County,MO,54025,101,True
Washington County,VA,53985,191,True
Roane County,TN,53777,145,True
Pulaski County,MO,53726,169,True
Elko County,NV,53600,007,True
Coffee County,AL,53559,031,True
McMinn County,TN,53532,107,True
Boone County,IL,53459,007,True
Gila County,AZ,53419,007,True
Jessamine County,KY,53381,113,True
Fulton County,NY,53280,035,True
Tuscola County,MI,53218,157,True
Jackson County,IL,53176,077,True
Columbia County,OR,52865,009,True
Navarro County,TX,52834,349,True
Worcester County,MD,52827,047,True
Culpeper County,VA,52822,047,True
Kerr County,TX,52810,265,True
Rusk County,TX,52755,401,True
Warren County,IA,52709,181,True
Grundy County,IL,52624,063,True
Jackson County,AL,52618,071,True
Hoke County,NC,52612,093,True
Washington County,OK,52579,147,True
Ashland County,OH,52522,005,True
Madison County,ID,52487,065,True
Calumet County,WI,52361,015,True
"St. Charles Parish, Louisiana County",LA,52191,089,True
"St. Martin Parish, Louisiana County",LA,51856,099,True
Grant County,WI,51842,043,True
Waupaca County,WI,51822,135,True
"Harrisonburg city, Virginia County",VA,51784,660,True
Darke County,OH,51751,037,True
Nye County,NV,51698,023,True
Ogle County,IL,51672,141,True
Cass County,MI,51604,027,True
Franklin County,KY,51475,073,True
Medina County,TX,51432,325,True
Oktibbeha County,MS,51388,105,True
Wayne County,PA,51227,127,True
Columbus County,NC,50827,047,True
Cherokee County,TX,50824,073,True
Henry County,VA,50760,089,True
Dearborn County,IN,50709,029,True
Carroll County,NH,50679,003,True
Bristol County,RI,50658,001,True
Somerset County,ME,50656,025,True
Polk County,TX,50536,373,True
Bedford County,TN,50533,003,True
Venango County,PA,50475,121,True
Gibson County,TN,50455,053,True
Wilson County,TX,50381,493,True
Lincoln County,OR,50334,041,True
Queen Anne's County,MD,50316,035,True
Lamar County,TX,50149,277,True
Newaygo County,MI,50130,123,True
Buffalo County,NE,50103,019,True
Franklin County,VT,50101,011,True
Logan County,OK,49919,083,True
Winona County,MN,49792,169,True
Knox County,IL,49751,095,True
Burnet County,TX,49684,053,True
Montgomery County,NY,49624,057,True
Douglas County,NV,49476,005,True
Dale County,AL,49455,045,True
Laurens County,GA,49407,175,True
Atascosa County,TX,49403,013,True
Duplin County,NC,49312,061,True
Henry County,IL,49157,073,True
"St. Mary Parish, Louisiana County",LA,49114,101,True
Fremont County,CO,49107,043,True
Edgecombe County,NC,49067,065,True
Henry County,IN,48913,065,True
Halifax County,NC,48772,083,True
Le Flore County,OK,48525,079,True
"Vernon Parish, Louisiana County",LA,48452,115,True
Tioga County,NY,48344,107,True
Curry County,NM,48327,009,True
"Lincoln Parish, Louisiana County",LA,48323,061,True
Bingham County,ID,48253,011,True
Boyd County,KY,48242,019,True
Carter County,OK,48202,019,True
Shelby County,OH,48145,149,True
Shelby County,KY,48105,211,True
Greene County,NY,48067,039,True
Bonner County,ID,47976,017,True
Crittenden County,AR,47945,035,True
Santa Cruz County,AZ,47838,023,True
Jackson County,FL,47704,063,True
Goodhue County,MN,47697,049,True
Val Verde County,TX,47693,465,True
Bedford County,PA,47613,009,True
Franklin County,NY,47459,033,True
Noble County,IN,47431,113,True
Cherokee County,OK,47412,021,True
Allegany County,NY,47222,003,True
Whitman County,WA,47141,075,True
Chenango County,NY,47096,017,True
Coles County,IL,47076,029,True
Chambers County,TX,47037,071,True
Campbell County,WY,46857,005,True
Nelson County,KY,46779,179,True
Stevens County,WA,46774,065,True
Cortland County,NY,46755,023,True
Barron County,WI,46683,005,True
Bryan County,OK,46528,013,True
Monroe County,TN,46489,123,True
Clinton County,IA,46488,045,True
Habersham County,GA,46326,137,True
"Charlottesville city, Virginia County",VA,46289,540,True
Beltrami County,MN,46274,007,True
Auglaize County,OH,46263,011,True
Jackson County,IN,46212,071,True
Monroe County,WI,46208,081,True
Marshall County,IN,46208,099,True
Mifflin County,PA,46146,087,True
Caldwell County,TX,46141,055,True
Logan County,OH,46098,091,True
Hancock County,MS,46010,045,True
Osage County,OK,46004,113,True
Greene County,AR,45954,055,True
Perry County,PA,45941,099,True
Windham County,VT,45857,025,True
Colquitt County,GA,45813,071,True
Hillsdale County,MI,45698,059,True
Calaveras County,CA,45674,009,True
Thomas County,GA,45665,275,True
"Washington Parish, Louisiana County",LA,45514,117,True
Kendall County,TX,45376,259,True
Wood County,TX,45341,499,True
Hopkins County,KY,45223,107,True
Dunn County,WI,45221,033,True
Chilton County,AL,45140,021,True
Polk County,WI,45128,095,True
Lawrence County,IN,45113,093,True
Itasca County,MN,45054,061,True
Bryan County,GA,44995,029,True
Shelby County,IN,44940,145,True
Macoupin County,IL,44907,117,True
Ravalli County,MT,44876,081,True
Phelps County,MO,44843,161,True
Branch County,MI,44795,023,True
Henderson County,KY,44770,101,True
Beaufort County,NC,44711,013,True
Stokes County,NC,44696,169,True
Delaware County,NY,44637,025,True
McDowell County,NC,44629,111,True
Washington County,MS,44604,151,True
Callaway County,MO,44517,027,True
Barren County,KY,44511,009,True
Stephenson County,IL,44482,177,True
Kittitas County,WA,44424,037,True
Lawrence County,TN,44377,099,True
Warren County,MS,44341,149,True
Shenandoah County,VA,44337,171,True
Jefferson County,PA,44326,065,True
Holmes County,OH,44273,075,True
Huntingdon County,PA,44123,061,True
Douglas County,WI,44092,031,True
Siskiyou County,CA,44049,093,True
"St. Bernard Parish, Louisiana County",LA,44038,087,True
Madison County,OH,43961,097,True
Suwannee County,FL,43881,121,True
Kay County,OK,43859,071,True
Baldwin County,GA,43778,009,True
Pittsburg County,OK,43758,121,True
Gadsden County,FL,43746,039,True
Brown County,OH,43715,015,True
Kandiyohi County,MN,43686,067,True
Dubois County,IN,43584,037,True
Chesterfield County,SC,43536,025,True
Sullivan County,NH,43356,019,True
DeKalb County,IN,43312,033,True
Highland County,OH,43285,071,True
Levy County,FL,43268,075,True
Camden County,MO,43227,029,True
Douglas County,WA,43189,017,True
Richmond County,NC,43149,153,True
Stephens County,OK,43140,137,True
Pettis County,MO,43059,159,True
Coffee County,GA,43056,069,True
Davie County,NC,43030,059,True
Polk County,GA,43019,233,True
Franklin County,TN,42980,051,True
Cerro Gordo County,IA,42979,033,True
Muscatine County,IA,42968,139,True
Union County,PA,42908,119,True
Montrose County,CO,42823,085,True
Erath County,TX,42788,143,True
Miller County,AR,42682,091,True
Prince George County,VA,42634,149,True
"Manassas city, Virginia County",VA,42620,683,True
Fulton County,OH,42602,051,True
Summit County,UT,42524,043,True
"Danville city, Virginia County",VA,42507,590,True
Vance County,NC,42492,181,True
McClain County,OK,42393,087,True
Jackson County,NC,42388,099,True
Okanogan County,WA,42336,047,True
Mercer County,OH,42321,107,True
Butler County,MO,42280,023,True
Fayette County,TN,42228,047,True
Ohio County,WV,42224,069,True
Nez Perce County,ID,42200,069,True
Pierce County,WI,42187,093,True
Sweetwater County,WY,42079,037,True
Clinton County,OH,42077,027,True
"St. John the Baptist Parish, Louisiana County",LA,41986,095,True
Oconee County,GA,41978,219,True
Crawford County,OH,41861,033,True
Cooke County,TX,41860,097,True
Marinette County,WI,41827,075,True
Baxter County,AR,41801,005,True
Wharton County,TX,41614,481,True
Gratiot County,MI,41534,057,True
Benton County,MN,41300,009,True
Upshur County,TX,41261,459,True
Isanti County,MN,41257,059,True
Tallapoosa County,AL,41251,123,True
Tift County,GA,41247,277,True
Clatsop County,OR,41190,007,True
Tioga County,PA,41186,117,True
Cheatham County,TN,41184,021,True
Warren County,TN,41163,177,True
Preble County,OH,40929,135,True
Shawano County,WI,40848,115,True
Warren County,VA,40800,187,True
Delaware County,OK,40791,041,True
Sanilac County,MI,40759,151,True
Knox County,ME,40729,013,True
Amador County,CA,40577,005,True
Fayette County,WV,40545,019,True
McKean County,PA,40459,083,True
Pasquotank County,NC,40454,139,True
Tazewell County,VA,40392,185,True
Ottawa County,OH,40367,123,True
LaGrange County,IN,40364,087,True
Mississippi County,AR,40361,093,True
Wyoming County,NY,40338,121,True
Rio Arriba County,NM,40285,039,True
Orleans County,NY,40148,073,True
Mecosta County,MI,40128,107,True
Pike County,MS,40098,113,True
Mower County,MN,40082,099,True
Murray County,GA,40063,213,True
Marshall County,IA,40049,127,True
Howell County,MO,39960,091,True
Hendry County,FL,39902,051,True
Latah County,ID,39872,057,True
Okeechobee County,FL,39870,093,True
Snyder County,PA,39797,109,True
Waldo County,ME,39772,027,True
Harrison County,IN,39684,061,True
Sequoyah County,OK,39538,135,True
"Avoyelles Parish, Louisiana County",LA,39529,009,True
Fremont County,WY,39402,013,True
Campbell County,TN,39397,013,True
Mayes County,OK,39324,097,True
Webster County,MO,39265,225,True
Person County,NC,39131,145,True
Douglas County,MN,39081,041,True
Williams County,ND,39076,105,True
Jim Wells County,TX,39060,249,True
Oconto County,WI,39048,083,True
Crawford County,KS,39012,037,True
Wayne County,WV,38933,099,True
Isle of Wight County,VA,38898,093,True
Gloucester County,VA,38875,073,True
Des Moines County,IA,38824,057,True
Union County,AR,38815,139,True
Champaign County,OH,38715,021,True
Colleton County,SC,38561,029,True
Susquehanna County,PA,38540,115,True
Warren County,PA,38492,123,True
Graham County,AZ,38453,009,True
Woodford County,IL,38414,203,True
Guernsey County,OH,38409,059,True
Dallas County,AL,38326,047,True
Defiance County,OH,38300,039,True
Brown County,SD,38278,013,True
Lawrence County,MO,38231,109,True
Finney County,KS,38187,055,True
Brown County,TX,38159,049,True
Pontotoc County,OK,38116,123,True
Louisa County,VA,38106,109,True
Scott County,MO,38055,201,True
Montgomery County,IN,38018,107,True
Newberry County,SC,37918,071,True
Independence County,AR,37910,063,True
Clinton County,PA,37860,035,True
Cass County,IN,37820,017,True
Franklin County,IL,37810,055,True
Jasper County,IA,37808,099,True
Oneida County,WI,37799,085,True
Talbot County,MD,37663,041,True
Boone County,AR,37662,009,True
Marion County,IL,37543,121,True
Covington County,AL,37542,039,True
Albany County,WY,37525,001,True
Clarion County,PA,37489,031,True
"Natchitoches Parish, Louisiana County",LA,37478,069,True
Addison County,VT,37434,001,True
Houghton County,MI,37414,061,True
Steele County,MN,37396,147,True
Calloway County,KY,37345,035,True
Bennington County,VT,37326,003,True
Essex County,NY,37314,031,True
Yadkin County,NC,37280,197,True
Dodge County,NE,37175,053,True
Dare County,NC,37160,055,True
Macon County,NC,37088,113,True
Green County,WI,37066,045,True
Jefferson County,IL,37043,081,True
Hopkins County,TX,37008,223,True
Clinton County,IL,36998,027,True
Webster County,IA,36986,187,True
Williams County,OH,36973,171,True
Putnam County,IN,36942,133,True
Okmulgee County,OK,36900,111,True
Clark County,KY,36897,049,True
Sagadahoc County,ME,36868,023,True
Delta County,MI,36839,041,True
Dyer County,TN,36818,045,True
"Webster Parish, Louisiana County",LA,36761,119,True
Escambia County,AL,36755,053,True
McLeod County,MN,36727,085,True
Graves County,KY,36701,083,True
Huntington County,IN,36699,069,True
Chippewa County,MI,36670,033,True
Whitley County,KY,36648,235,True
Coshocton County,OH,36629,031,True
Orange County,VA,36593,137,True
"Beauregard Parish, Louisiana County",LA,36553,011,True
Alexander County,NC,36505,003,True
Carlton County,MN,36362,017,True
Matagorda County,TX,36251,321,True
Geary County,KS,36247,061,True
Cocke County,TN,36186,029,True
Knox County,IN,36148,083,True
Hill County,TX,36138,217,True
Wise County,VA,36105,195,True
Laclede County,MO,36060,105,True
Fannin County,TX,36052,147,True
Scotts Bluff County,NE,36048,157,True
Miami County,IN,35952,103,True
Uintah County,UT,35951,047,True
Ware County,GA,35917,299,True
Greenup County,KY,35853,089,True
Adams County,IN,35827,001,True
Sioux County,IA,35815,167,True
Washington County,TX,35807,477,True
Greene County,PA,35781,059,True
Floyd County,KY,35780,071,True
Livingston County,IL,35771,105,True
Warren County,MO,35729,219,True
Madison County,NE,35538,119,True
Lincoln County,ME,35466,015,True
Perry County,OH,35451,127,True
Lincoln County,TN,35365,103,True
Silver Bow County,MT,35306,093,True
Wapello County,IA,35292,179,True
Becker County,MN,35202,005,True
Morrow County,OH,35049,117,True
Wasatch County,UT,35009,051,True
Harris County,GA,34914,145,True
Monroe County,IL,34905,133,True
Lincoln County,MS,34855,085,True
Alcorn County,MS,34717,003,True
Clark County,WI,34703,019,True
Barry County,MO,34701,009,True
Cowley County,KS,34661,035,True
Brookings County,SD,34631,011,True
Chambers County,AL,34612,017,True
Effingham County,IL,34594,049,True
Marshall County,TN,34567,117,True
Lincoln County,NE,34532,111,True
Steuben County,IN,34507,151,True
Howard County,TX,34488,227,True
Taos County,NM,34475,055,True
Putnam County,OH,34400,137,True
Nicollet County,MN,34380,103,True
Miami County,KS,34312,121,True
Whitley County,IN,34259,183,True
DeSoto County,FL,34258,027,True
Scotland County,NC,34222,165,True
Lee County,IL,34221,103,True
Platte County,NE,34219,141,True
Ford County,KS,34212,057,True
Preston County,WV,34206,077,True
Monroe County,MS,34168,095,True
Emmet County,MI,34072,047,True
Morrison County,MN,34023,097,True
Halifax County,VA,34013,083,True
Marshall County,MS,33980,093,True
Harvey County,KS,33959,079,True
Christian County,IL,33893,021,True
Pulaski County,VA,33841,155,True
Wexford County,MI,33766,165,True
Lincoln County,OK,33734,081,True
Botetourt County,VA,33734,023,True
Wakulla County,FL,33732,129,True
Fulton County,IL,33691,057,True
Seneca County,NY,33651,099,True
Marion County,IA,33487,125,True
Lee County,IA,33442,111,True
Pickens County,GA,33439,227,True
Lumpkin County,GA,33405,187,True
Accomack County,VA,33367,001,True
Daviess County,IN,33337,027,True
Caroline County,MD,33320,011,True
"Petersburg city, Virginia County",VA,33261,730,True
Bureau County,IL,33203,011,True
Morton County,ND,33192,059,True
Panola County,MS,33157,107,True
Transylvania County,NC,33131,175,True
Hot Spring County,AR,33129,059,True
Lawrence County,AL,33116,079,True
Jefferson County,IN,33057,077,True
Jasper County,IN,33045,073,True
Jasper County,TX,33032,241,True
Rhea County,TN,33031,143,True
Clinton County,IN,33020,023,True
Gibson County,IN,33006,051,True
Jefferson County,WA,33006,031,True
Pike County,AL,32997,109,True
Greenbrier County,WV,32995,025,True
Stark County,ND,32989,089,True
Lee County,GA,32968,177,True
Weakley County,TN,32946,183,True
Morgan County,IL,32882,137,True
Lafayette County,MO,32858,107,True
Jackson County,OH,32563,079,True
Dorchester County,MD,32557,019,True
Hale County,TX,32525,189,True
Logan County,WV,32350,045,True
"Evangeline Parish, Louisiana County",LA,32335,039,True
Henry County,TN,32305,079,True
"Jefferson Davis Parish, Louisiana County",LA,32277,053,True
Lyon County,KS,32182,111,True
Chester County,SC,32171,023,True
"Juneau City and Borough, Alaska County",AK,32108,110,True
Claiborne County,TN,32092,025,True
Franklin County,AL,32011,059,True
Polk County,MO,31877,167,True
Lassen County,CA,31873,035,True
Marshall County,KY,31706,157,True
Malheur County,OR,31538,045,True
Gilmer County,GA,31519,123,True
Lake County,MT,31509,047,True
Huron County,MI,31461,063,True
Montgomery County,KS,31448,125,True
Coos County,NH,31430,007,True
Amherst County,VA,31426,009,True
Jefferson County,ID,31383,051,True
Stone County,MO,31314,209,True
Titus County,TX,31301,449,True
Pontotoc County,MS,31202,115,True
Caroline County,VA,31181,033,True
Sheridan County,WY,31176,033,True
Delta County,CO,31173,029,True
Clarendon County,SC,31163,027,True
Adams County,NE,31143,001,True
Polk County,MN,31128,119,True
Washington County,ME,31096,029,True
Wabash County,IN,31032,169,True
McCurtain County,OK,31003,089,True
Clare County,MI,30998,035,True
Bee County,TX,30977,025,True
Summit County,CO,30955,117,True
Greene County,IN,30900,055,True
Elk County,PA,30886,047,True
Williamsburg County,SC,30879,089,True
Kleberg County,TX,30860,273,True
Freeborn County,MN,30857,047,True
Vernon County,WI,30811,123,True
Muhlenberg County,KY,30735,177,True
Bolivar County,MS,30688,011,True
Trempealeau County,WI,30679,121,True
Obion County,TN,30670,131,True
Hardin County,OH,30622,065,True
Boyle County,KY,30613,021,True
Marshall County,WV,30509,051,True
Powhatan County,VA,30503,145,True
Ottawa County,OK,30472,115,True
Caledonia County,VT,30418,005,True
Randolph County,IL,30413,157,True
Austin County,TX,30406,015,True
Madison County,GA,30378,195,True
Mecklenburg County,VA,30367,117,True
Giles County,TN,30317,055,True
Cass County,MN,30288,021,True
Wayne County,GA,30277,305,True
"Iberville Parish, Louisiana County",LA,30210,047,True
Knox County,KY,30207,121,True
Haralson County,GA,30178,143,True
McPherson County,KS,30085,113,True
Door County,WI,30038,029,True
Meade County,SD,29970,093,True
Schoharie County,NY,29970,095,True
Meade County,KY,29964,163,True
Park County,WY,29878,029,True
Franklin County,ME,29839,007,True
Bladen County,NC,29807,017,True
Smyth County,VA,29799,173,True
Jasper County,SC,29444,053,True
Grimes County,TX,29442,185,True
Orange County,VT,29439,017,True
Adams County,MS,29425,001,True
Sumter County,GA,29378,261,True
Gallia County,OH,29276,053,True
Marion County,SC,29212,067,True
Marion County,AL,29203,093,True
Mason County,MI,29178,105,True
Carroll County,VA,29126,035,True
Pine County,MN,29090,115,True
Decatur County,GA,29063,087,True
Morgan County,CO,29045,087,True
Ripley County,IN,28990,137,True
Neshoba County,MS,28970,099,True
Ellis County,KS,28921,051,True
Alpena County,MI,28911,007,True
Hancock County,WV,28907,029,True
Fayette County,OH,28901,047,True
Cherokee County,NC,28868,039,True
Garrett County,MD,28856,023,True
Marion County,TN,28852,115,True
Van Wert County,OH,28833,161,True
Sanpete County,UT,28816,039,True
Le Sueur County,MN,28795,079,True
Elmore County,ID,28752,039,True
Glenn County,CA,28657,021,True
Stoddard County,MO,28656,207,True
Cass County,TX,28637,067,True
Currituck County,NC,28616,053,True
Palo Pinto County,TX,28569,363,True
Marion County,MO,28525,127,True
Codington County,SD,28402,029,True
Lincoln County,WI,28402,069,True
Custer County,OK,28391,039,True
Jones County,GA,28382,169,True
Carroll County,TN,28381,017,True
Carroll County,AR,28362,015,True
Montgomery County,IL,28352,135,True
Monroe County,GA,28287,207,True
Wythe County,VA,28275,197,True
"Fredericksburg city, Virginia County",VA,28258,630,True
Dillon County,SC,28255,033,True
Copiah County,MS,28210,029,True
Montgomery County,KY,28188,173,True
Dunklin County,MO,28174,069,True
Wells County,IN,28167,179,True
White County,GA,28165,311,True
Perry County,KY,28136,193,True
Washington County,IN,28133,175,True
Hocking County,OH,28104,073,True
"Winchester city, Virginia County",VA,28103,840,True
Tate County,MS,28094,137,True
Dinwiddie County,VA,28057,053,True
Peach County,GA,28054,225,True
Logan County,IL,28027,107,True
Grant County,NM,28006,017,True
Randolph County,WV,28005,083,True
Baker County,FL,27969,003,True
Scott County,MS,27943,123,True
Leflore County,MS,27920,083,True
Union County,MS,27880,145,True
Jackson County,WV,27868,035,True
Henderson County,TN,27845,077,True
Bradford County,FL,27816,007,True
San Jacinto County,TX,27666,407,True
Upson County,GA,27638,293,True
Jennings County,IN,27610,079,True
Henry County,OH,27601,069,True
Adams County,OH,27509,001,True
Logan County,KY,27498,141,True
Yazoo County,MS,27467,163,True
Del Norte County,CA,27462,015,True
Orleans County,VT,27459,019,True
Fluvanna County,VA,27442,065,True
White County,TN,27420,185,True
"West Baton Rouge Parish, Louisiana County",LA,27377,121,True
McDonough County,IL,27370,109,True
Dawson County,GA,27355,085,True
Tillamook County,OR,27345,057,True
San Miguel County,NM,27215,047,True
Cibola County,NM,27211,006,True
Union County,SC,27158,087,True
Pike County,OH,27151,131,True
Iroquois County,IL,27043,075,True
King George County,VA,26985,099,True
Mineral County,WV,26957,057,True
Gillespie County,TX,26953,171,True
Toombs County,GA,26946,279,True
Caddo County,OK,26910,015,True
Woodford County,KY,26886,239,True
Hardin County,TN,26824,071,True
"De Soto Parish, Louisiana County",LA,26821,031,True
Carroll County,OH,26761,019,True
Ashe County,NC,26759,009,True
Cass County,NE,26749,025,True
Stephens County,GA,26732,257,True
Oceana County,MI,26707,127,True
Boone County,IA,26700,015,True
Juneau County,WI,26695,057,True
Lewis County,NY,26690,049,True
Mille Lacs County,MN,26680,095,True
Carter County,KY,26671,043,True
Geneva County,AL,26647,061,True
Wasco County,OR,26639,065,True
Harlan County,KY,26589,095,True
Marlboro County,SC,26585,069,True
Grayson County,KY,26465,085,True
Elbert County,CO,26457,039,True
Decatur County,IN,26432,031,True
Clay County,IN,26396,021,True
Union County,OR,26286,061,True
Wyoming County,PA,26219,131,True
Edgefield County,SC,26181,037,True
Charlevoix County,MI,26174,029,True
Hart County,GA,26110,147,True
Grady County,GA,26075,131,True
Montezuma County,CO,26070,083,True
Taylor County,KY,26056,217,True
Lawrence County,SD,26047,081,True
Lamoille County,VT,25977,015,True
Franklin County,KS,25968,059,True
Dickinson County,MI,25937,043,True
Johnson County,AR,25925,071,True
McNairy County,TN,25895,109,True
Simpson County,MS,25889,127,True
Brown County,MN,25880,015,True
Sunflower County,MS,25867,133,True
Montgomery County,NC,25839,123,True
Garvin County,OK,25806,049,True
Russell County,VA,25763,167,True
Cheboygan County,MI,25709,031,True
Benton County,IA,25652,011,True
Plymouth County,IA,25621,149,True
"Staunton city, Virginia County",VA,25581,790,True
Payette County,ID,25571,075,True
Hardee County,FL,25528,049,True
Butts County,GA,25522,035,True
Hardeman County,TN,25519,069,True
Mason County,WV,25488,053,True
Pottawatomie County,KS,25482,149,True
Barton County,KS,25477,009,True
Gladwin County,MI,25461,051,True
"Morehouse Parish, Louisiana County",LA,25438,067,True
Fannin County,GA,25436,111,True
Churchill County,NV,25409,001,True
Luna County,NM,25393,029,True
"Salem city, Virginia County",VA,25372,775,True
Macon County,TN,25365,111,True
Lyon County,MN,25352,083,True
Iosco County,MI,25319,069,True
Adair County,MO,25299,001,True
Todd County,MN,25277,153,True
Posey County,IN,25226,129,True
Otsego County,MI,25221,137,True
Lauderdale County,TN,25171,097,True
Grant County,KY,25085,081,True
Milam County,TX,25080,331,True
Cherokee County,AL,25069,019,True
Manistee County,MI,25058,101,True
Washington County,FL,25014,133,True
Bremer County,IA,25012,017,True
Hickman County,TN,24996,081,True
Crook County,OR,24987,013,True
Cleburne County,AR,24948,023,True
Prentiss County,MS,24945,117,True
Routt County,CO,24944,107,True
Goochland County,VA,24906,075,True
Chattooga County,GA,24902,055,True
Union County,GA,24880,291,True
Barbour County,AL,24877,005,True
Audrain County,MO,24873,007,True
Cassia County,ID,24859,031,True
Miller County,MO,24855,131,True
Uvalde County,TX,24833,463,True
Texas County,MO,24828,215,True
Jackson County,OK,24776,065,True
Teller County,CO,24758,119,True
Yates County,NY,24713,123,True
Waushara County,WI,24672,137,True
Somerset County,MD,24672,039,True
Jefferson County,OR,24659,031,True
Randolph County,MO,24652,175,True
White County,IN,24630,181,True
Nicholas County,WV,24624,067,True
Randolph County,IN,24586,135,True
Fayette County,TX,24564,149,True
Rowan County,KY,24551,205,True
George County,MS,24547,039,True
Jerome County,ID,24474,053,True
Scott County,IN,24403,143,True
Abbeville County,SC,24368,001,True
Marion County,MS,24362,091,True
Burke County,GA,24337,033,True
Lincoln County,KY,24320,137,True
Tattnall County,GA,24309,267,True
Bell County,KY,24248,013,True
Blaine County,ID,24248,013,True
"Fairfax city, Virginia County",VA,24242,600,True
Shelby County,TX,24157,419,True
Aransas County,TX,24048,007,True
Dawson County,NE,24037,047,True
Hood River County,OR,23965,027,True
Itawamba County,MS,23888,057,True
Upshur County,WV,23875,097,True
Anderson County,KY,23839,005,True
Ohio County,KY,23782,183,True
Iowa County,WI,23766,049,True
Page County,VA,23753,139,True
Antrim County,MI,23662,009,True
Saline County,IL,23662,165,True
Winston County,AL,23655,133,True
Grainger County,TN,23648,057,True
Seminole County,OK,23592,133,True
Washington County,MO,23580,221,True
Roscommon County,MI,23556,143,True
Juniata County,PA,23535,067,True
Franklin County,GA,23480,119,True
Mingo County,WV,23466,059,True
Menominee County,MI,23433,109,True
Curry County,OR,23404,015,True
Pacific County,WA,23396,049,True
Fayette County,IN,23391,041,True
McDonald County,MO,23381,119,True
Meeker County,MN,23352,093,True
Teton County,WY,23346,039,True
Yankton County,SD,23311,135,True
Starke County,IN,23308,149,True
"Plaquemines Parish, Louisiana County",LA,23305,075,True
New Kent County,VA,23296,127,True
Hampshire County,WV,23275,027,True
Saline County,MO,23219,195,True
Vilas County,WI,23146,125,True
