name,state,population,county_fips,is_county
Quay County,NM,8641,037,True
Platte County,WY,8618,031,True
Hancock County,GA,8588,141,True
Jack County,TX,8588,237,True
Montgomery County,AR,8555,097,True
Clearwater County,MN,8541,029,True
Mathews County,VA,8537,115,True
Johnson County,WY,8536,019,True
Wilkinson County,MS,8531,157,True
Custer County,SD,8515,033,True
Carroll County,MO,8513,033,True
Trimble County,KY,8510,223,True
Ritchie County,WV,8507,085,True
Perry County,AL,8479,105,True
"Sitka City and Borough, Alaska County",AK,8462,220,True
Maries County,MO,8454,125,True
Warren County,IN,8454,171,True
Hickory County,MO,8452,085,True
Kiowa County,OK,8446,075,True
Perry County,TN,8432,135,True
Bracken County,KY,8420,023,True
Daviess County,MO,8418,061,True
Knox County,NE,8415,107,True
Cedar County,NE,8375,027,True
Butler County,NE,8373,023,True
"Kusilvak Census Area, Alaska County",AK,8372,158,True
Mercer County,ND,8366,057,True
Webster County,WV,8362,101,True
Tyler County,WV,8336,095,True
Coffey County,KS,8334,031,True
Rosebud County,MT,8310,087,True
Keith County,NE,8303,101,True
Nevada County,AR,8292,099,True
Dawes County,NE,8279,045,True
Atkinson County,GA,8265,003,True
Oscoda County,MI,8264,135,True
Houston County,TN,8253,083,True
Baraga County,MI,8245,013,True
Hamilton County,TX,8244,193,True
Prairie County,AR,8217,117,True
Choctaw County,MS,8208,019,True
Lake County,OR,8201,037,True
"Franklin city, Virginia County",VA,8194,620,True
Harrison County,MO,8190,081,True
Murray County,MN,8170,101,True
Lafayette County,FL,8107,067,True
Clay County,KS,8088,027,True
San Miguel County,CO,8082,113,True
Allendale County,SC,8073,005,True
Schoolcraft County,MI,8062,153,True
Clay County,WV,8049,015,True
Graham County,NC,8047,075,True
Lemhi County,ID,8043,059,True
Hamilton County,IL,8008,065,True
Traill County,ND,8004,097,True
Twiggs County,GA,7955,289,True
Pocahontas County,WV,7940,075,True
San Augustine County,TX,7920,405,True
Power County,ID,7918,077,True
Thomas County,KS,7907,193,True
Searcy County,AR,7880,129,True
Richardson County,NE,7850,147,True
Doddridge County,WV,7847,017,True
Kane County,UT,7814,025,True
Boise County,ID,7809,015,True
Coleman County,TX,7808,083,True
Taylor County,GA,7799,269,True
Anderson County,KS,7799,003,True
Humphreys County,MS,7744,053,True
Ballard County,KY,7742,007,True
Lincoln County,GA,7726,181,True
Washakie County,WY,7725,043,True
Greene County,AL,7706,063,True
Liberty County,FL,7704,077,True
Franklin County,MS,7690,037,True
Decatur County,IA,7684,053,True
"Northwest Arctic Borough, Alaska County",AK,7682,188,True
Major County,OK,7678,093,True
Merrick County,NE,7675,121,True
McCulloch County,TX,7638,307,True
Benton County,MS,7637,009,True
"Red River Parish, Louisiana County",LA,7631,081,True
Yoakum County,TX,7630,501,True
Pleasants County,WV,7622,073,True
Nicholas County,KY,7613,181,True
Dade County,MO,7598,057,True
Clay County,TN,7592,027,True
Winkler County,TX,7582,495,True
Monroe County,IA,7574,135,True
Conejos County,CO,7553,021,True
Valley County,MT,7552,105,True
Wheeler County,GA,7550,309,True
Cleveland County,AR,7548,025,True
Grant County,SD,7533,051,True
Marion County,GA,7508,197,True
Doniphan County,KS,7501,043,True
Harney County,OR,7496,025,True
Adair County,IA,7479,001,True
Gilmer County,WV,7444,021,True
Wallowa County,OR,7439,063,True
Rappahannock County,VA,7422,157,True
Worth County,IA,7417,195,True
Chariton County,MO,7417,041,True
Lake County,CO,7403,065,True
Hutchinson County,SD,7401,067,True
Castro County,TX,7381,069,True
Elliott County,KY,7378,063,True
"East Carroll Parish, Louisiana County",LA,7371,035,True
Kingman County,KS,7369,095,True
Pepin County,WI,7363,091,True
"Lexington city, Virginia County",VA,7346,678,True
Lee County,KY,7338,129,True
Grant County,KS,7336,067,True
Grand Isle County,VT,7335,013,True
Pierce County,NE,7301,139,True
Ferry County,WA,7260,019,True
Crook County,WY,7258,011,True
Newton County,AR,7243,101,True
Grant County,OR,7237,023,True
Van Buren County,IA,7207,177,True
Jefferson County,MS,7207,063,True
Jefferson County,NE,7185,095,True
Dallam County,TX,7165,111,True
Shannon County,MO,7132,203,True
Beaver County,UT,7102,001,True
Goliad County,TX,7092,175,True
Fall River County,SD,7079,047,True
Pocahontas County,IA,7061,151,True
Brooks County,TX,7059,047,True
Caribou County,ID,7058,029,True
Union County,IN,7041,161,True
Kit Carson County,CO,7039,063,True
Blaine County,MT,7030,005,True
Nemaha County,NE,7019,127,True
Bon Homme County,SD,7018,009,True
Tillman County,OK,7013,141,True
"Chugach Census Area, Alaska County",AK,7000,063,True
Powell County,MT,6998,077,True
Swisher County,TX,6989,437,True
Broadwater County,MT,6977,007,True
Ida County,IA,6969,093,True
La Salle County,TX,6965,283,True
Forest County,PA,6959,053,True
Wabaunsee County,KS,6922,197,True
Bailey County,TX,6902,017,True
Lake County,TN,6898,095,True
Huerfano County,CO,6896,055,True
"Southeast Fairbanks Census Area, Alaska County",AK,6888,240,True
Schuyler County,IL,6879,169,True
Weston County,WY,6870,045,True
Pembina County,ND,6853,067,True
Monroe County,AR,6787,095,True
Childress County,TX,6781,075,True
Charles City County,VA,6760,036,True
Tucker County,WV,6747,093,True
Lac qui Parle County,MN,6736,073,True
Hancock County,TN,6726,067,True
Refugio County,TX,6718,391,True
Burt County,NE,6717,021,True
Thurston County,NE,6716,173,True
Clinch County,GA,6713,065,True
Russell County,KS,6702,167,True
Clark County,MO,6693,045,True
"Galax city, Virginia County",VA,6687,640,True
King and Queen County,VA,6681,097,True
Kearney County,NE,6655,099,True
"Buena Vista city, Virginia County",VA,6639,530,True
Fremont County,IA,6639,071,True
Pershing County,NV,6587,027,True
Wolfe County,KY,6573,237,True
Moore County,TN,6558,127,True
Surry County,VA,6546,181,True
Rio Blanco County,CO,6511,103,True
Wayne County,IA,6484,185,True
Fulton County,KY,6480,075,True
Howard County,NE,6476,093,True
Dallas County,AR,6472,039,True
Norman County,MN,6457,107,True
Wilkin County,MN,6454,167,True
Saguache County,CO,6454,109,True
Bear Lake County,ID,6436,007,True
Treutlen County,GA,6411,283,True
Bottineau County,ND,6411,009,True
Ellsworth County,KS,6374,053,True
Henderson County,IL,6374,071,True
Randolph County,GA,6365,243,True
Spink County,SD,6355,115,True
Moody County,SD,6346,101,True
Brown County,IL,6334,009,True
Antelope County,NE,6302,003,True
Pawnee County,KS,6288,145,True
Calhoun County,WV,6279,013,True
Lafayette County,AR,6277,073,True
Woodruff County,AR,6259,147,True
Bland County,VA,6241,021,True
Teton County,MT,6238,099,True
Gentry County,MO,6219,075,True
Hamlin County,SD,6196,057,True
Edwards County,IL,6182,047,True
Van Buren County,TN,6182,175,True
Menifee County,KY,6174,165,True
Presidio County,TX,6168,377,True
Pendleton County,WV,6156,071,True
Osceola County,IA,6149,143,True
Iron County,WI,6136,051,True
Quitman County,MS,6113,119,True
Reynolds County,MO,6102,179,True
Grant County,MN,6091,051,True
Clay County,NE,6088,035,True
Shelby County,MO,6049,205,True
Greenwood County,KS,6001,073,True
Pondera County,MT,5987,073,True
Sullivan County,MO,5983,211,True
Essex County,VT,5976,009,True
Cumberland County,KY,5974,057,True
Ohio County,IN,5974,115,True
Benson County,ND,5960,005,True
Sherman County,KS,5940,181,True
Miller County,GA,5923,201,True
Taylor County,IA,5916,173,True
Chouteau County,MT,5897,015,True
Sullivan County,PA,5880,113,True
Ontonagon County,MI,5862,131,True
Gilpin County,CO,5856,047,True
Mitchell County,KS,5829,123,True
Stanton County,NE,5828,167,True
Carson County,TX,5801,065,True
"Prince of Wales-Hyder Census Area, Alaska County",AK,5799,198,True
Talbot County,GA,5793,263,True
Crowley County,CO,5782,025,True
San Saba County,TX,5779,411,True
Ottawa County,KS,5768,143,True
Garza County,TX,5735,169,True
Lander County,NV,5728,015,True
"Covington city, Virginia County",VA,5722,580,True
Gray County,KS,5719,069,True
McCook County,SD,5714,087,True
Alfalfa County,OK,5683,003,True
"Emporia city, Virginia County",VA,5680,595,True
Ransom County,ND,5663,073,True
Audubon County,IA,5651,009,True
Lincoln County,MN,5630,081,True
Putnam County,IL,5628,155,True
Lynn County,TX,5619,305,True
Cook County,MN,5611,031,True
Tripp County,SD,5607,123,True
Calhoun County,GA,5594,037,True
Lincoln County,CO,5583,073,True
Dixon County,NE,5579,051,True
Bent County,CO,5561,011,True
Fillmore County,NE,5557,059,True
Cotton County,OK,5537,033,True
Greer County,OK,5531,055,True
Washington County,KS,5529,201,True
Day County,SD,5485,037,True
Cherry County,NE,5473,031,True
Harper County,KS,5457,077,True
"Cameron Parish, Louisiana County",LA,5447,023,True
Luce County,MI,5442,095,True
Norton County,KS,5431,137,True
Jefferson County,OK,5420,067,True
Haskell County,TX,5408,207,True
Boone County,NE,5397,011,True
Stark County,IL,5395,175,True
Mahnomen County,MN,5389,087,True
Floyd County,TX,5386,153,True
Morris County,KS,5385,127,True
Hartley County,TX,5369,205,True
"Yukon-Koyukuk Census Area, Alaska County",AK,5355,290,True
McHenry County,ND,5326,049,True
Walworth County,SD,5317,129,True
Carter County,MO,5299,035,True
Johnson County,NE,5294,097,True
Coal County,OK,5287,029,True
Delta County,TX,5278,119,True
Dewey County,SD,5275,041,True
Stevens County,KS,5275,189,True
Hansford County,TX,5270,195,True
Atchison County,MO,5270,005,True
Alexander County,IL,5261,003,True
Brule County,SD,5247,015,True
Martin County,TX,5228,317,True
"Aleutians West Census Area, Alaska County",AK,5219,016,True
Lincoln County,ID,5203,063,True
Wirt County,WV,5202,105,True
Warren County,GA,5197,301,True
Polk County,NE,5182,143,True
Pulaski County,IL,5177,153,True
Kingsbury County,SD,5172,077,True
Big Stone County,MN,5161,011,True
Crosby County,TX,5157,107,True
Scott County,KS,5128,171,True
Stewart County,GA,5121,259,True
Garfield County,UT,5121,017,True
Sheridan County,NE,5102,161,True
Hamilton County,NY,5090,041,True
Beaver County,OK,5071,007,True
Pickett County,TN,5042,137,True
Toole County,MT,5018,101,True
Thayer County,NE,5006,169,True
Dickey County,ND,5003,021,True
Wheeler County,TX,4980,483,True
Gallatin County,IL,4967,059,True
Phillips County,KS,4960,147,True
Ouray County,CO,4936,091,True
Rooks County,KS,4925,163,True
Musselshell County,MT,4924,065,True
Scott County,IL,4899,171,True
Craig County,VA,4898,045,True
Custer County,CO,4885,027,True
"Dillingham Census Area, Alaska County",AK,4854,070,True
Jim Hogg County,TX,4830,247,True
Washington County,CO,4817,121,True
Carlisle County,KY,4782,039,True
Calhoun County,AR,4773,013,True
Scotland County,MO,4720,199,True
Putnam County,MO,4698,171,True
Ringgold County,IA,4690,159,True
Republic County,KS,4686,157,True
Mineral County,MT,4652,061,True
Hyde County,NC,4636,095,True
Crane County,TX,4636,103,True
Furnas County,NE,4630,065,True
Hot Springs County,WY,4616,017,True
Florence County,WI,4574,037,True
Oneida County,ID,4572,071,True
Mineral County,NV,4568,021,True
Schley County,GA,4565,249,True
Morrill County,NE,4562,123,True
Cameron County,PA,4536,023,True
Lincoln County,NV,4507,017,True
Dewey County,OK,4504,043,True
Mills County,TX,4501,333,True
Phillips County,CO,4493,095,True
Hickman County,KY,4491,105,True
Wahkiakum County,WA,4476,069,True
Calhoun County,IL,4472,013,True
Adams County,ID,4464,003,True
Guadalupe County,NM,4413,019,True
Marshall County,SD,4363,091,True
Custer County,ID,4344,037,True
Kimble County,TX,4316,267,True
Deuel County,SD,4298,039,True
Menominee County,WI,4279,078,True
Holt County,MO,4274,087,True
Phillips County,MT,4233,071,True
Mora County,NM,4208,033,True
Kittson County,MN,4191,069,True
Bath County,VA,4177,017,True
Hidalgo County,NM,4160,023,True
Grant County,OK,4152,053,True
LaMoure County,ND,4135,045,True
"Tensas Parish, Louisiana County",LA,4127,107,True
Storey County,NV,4095,029,True
Nuckolls County,NE,4092,129,True
Barber County,KS,4081,007,True
Union County,NM,4074,059,True
Schuyler County,MO,4066,197,True
Owsley County,KY,4054,189,True
Stafford County,KS,4054,185,True
Valley County,NE,4053,175,True
Dunn County,ND,4049,025,True
Meade County,KS,4019,119,True
Edmunds County,SD,4014,045,True
Pierce County,ND,3999,069,True
Wells County,ND,3990,103,True
Gregory County,SD,3983,053,True
Columbia County,WA,3980,013,True
Kearny County,KS,3964,093,True
Mason County,TX,3959,319,True
Red Lake County,MN,3912,125,True
Sharkey County,MS,3910,125,True
Corson County,SD,3906,031,True
Sioux County,ND,3896,085,True
Clark County,SD,3837,025,True
Sargent County,ND,3828,081,True
Pope County,IL,3799,151,True
Lake of the Woods County,MN,3786,077,True
Knox County,MO,3772,103,True
Ellis County,OK,3755,045,True
Haskell County,KS,3735,081,True
Lyman County,SD,3719,085,True
Echols County,GA,3707,101,True
Chase County,NE,3704,029,True
Sheridan County,MT,3700,091,True
Sweet Grass County,MT,3697,097,True
Cavalier County,ND,3691,019,True
Fisher County,TX,3680,151,True
Adams County,IA,3680,003,True
"Norton city, Virginia County",VA,3668,720,True
Hardin County,IL,3665,069,True
Catron County,NM,3635,003,True
Lewis County,ID,3630,061,True
Smith County,KS,3561,183,True
Hardeman County,TX,3541,197,True
Costilla County,CO,3534,023,True
Mercer County,MO,3517,129,True
Baca County,CO,3496,009,True
Osborne County,KS,3493,141,True
Baylor County,TX,3475,023,True
Hanson County,SD,3443,061,True
Roger Mills County,OK,3423,129,True
Webster County,NE,3410,181,True
"Aleutians East Borough, Alaska County",AK,3407,013,True
Kimball County,NE,3395,105,True
Bennett County,SD,3391,007,True
Tyrrell County,NC,3389,177,True
Chautauqua County,KS,3389,019,True
Foster County,ND,3388,031,True
"Petersburg Borough, Alaska County",AK,3374,195,True
Hemphill County,TX,3371,211,True
Granite County,MT,3368,039,True
Nance County,NE,3366,125,True
Traverse County,MN,3345,155,True
Sutton County,TX,3345,435,True
Knox County,TX,3333,275,True
Hudspeth County,TX,3329,229,True
Reagan County,TX,3308,383,True
Coke County,TX,3305,081,True
Donley County,TX,3298,129,True
Emmons County,ND,3297,029,True
Upton County,TX,3284,461,True
Harper County,OK,3272,059,True
Concho County,TX,3235,095,True
Kinney County,TX,3157,271,True
Shackelford County,TX,3134,417,True
Woodson County,KS,3134,207,True
Harlan County,NE,3094,083,True
Hand County,SD,3075,059,True
Lipscomb County,TX,3038,295,True
Nelson County,ND,3025,063,True
Stanley County,SD,2979,117,True
Bowman County,ND,2975,011,True
Perkins County,SD,2970,105,True
Sherman County,NE,2970,163,True
Crockett County,TX,2949,105,True
Fallon County,MT,2941,025,True
Rush County,KS,2939,165,True
Lincoln County,KS,2929,105,True
Jewell County,KS,2929,089,True
Sierra County,CA,2916,091,True
Glascock County,GA,2903,125,True
Franklin County,NE,2901,061,True
Baker County,GA,2878,007,True
Collingsworth County,TX,2865,087,True
Perkins County,NE,2860,135,True
Clay County,GA,2855,061,True
Edwards County,KS,2849,047,True
Hall County,TX,2847,191,True
Jackson County,SD,2838,071,True
Real County,TX,2830,385,True
Douglas County,SD,2823,043,True
Trego County,KS,2798,195,True
Decatur County,KS,2771,039,True
Gove County,KS,2758,063,True
Logan County,KS,2752,109,True
Brown County,NE,2691,017,True
Morton County,KS,2688,129,True
Ness County,KS,2677,135,True
Hitchcock County,NE,2620,087,True
Cheyenne County,KS,2619,023,True
"Copper River Census Area, Alaska County",AK,2614,066,True
Butte County,ID,2605,023,True
Aurora County,SD,2590,003,True
Potter County,SD,2587,107,True
Chase County,KS,2570,017,True
Pawnee County,NE,2553,133,True
Rawlins County,KS,2544,153,True
Rich County,UT,2543,033,True
Wayne County,UT,2532,055,True
McIntosh County,ND,2529,051,True
Cochran County,TX,2529,079,True
Hamilton County,KS,2520,075,True
Harmon County,OK,2499,057,True
Frontier County,NE,2491,063,True
Hettinger County,ND,2477,041,True
Schleicher County,TX,2474,413,True
Niobrara County,WY,2460,027,True
Ziebach County,SD,2455,137,True
Elk County,KS,2453,049,True
Sheridan County,KS,2450,179,True
Kiowa County,KS,2445,097,True
Graham County,KS,2430,065,True
Sherman County,TX,2414,421,True
Kidder County,ND,2391,043,True
Sedgwick County,CO,2391,115,True
Sanborn County,SD,2373,111,True
Webster County,GA,2354,307,True
Eddy County,ND,2345,027,True
Dolores County,CO,2329,033,True
"Hoonah-Angoon Census Area, Alaska County",AK,2329,105,True
Grant County,ND,2320,037,True
Miner County,SD,2312,097,True
Garfield County,WA,2310,023,True
Griggs County,ND,2309,039,True
Renville County,ND,2282,075,True
Cimarron County,OK,2272,025,True
McPherson County,SD,2251,089,True
Highland County,VA,2247,091,True
Greeley County,NE,2212,077,True
Robertson County,KY,2207,201,True
Divide County,ND,2195,023,True
Adams County,ND,2190,001,True
Burke County,ND,2184,013,True
Culberson County,TX,2181,109,True
Quitman County,GA,2180,239,True
Oldham County,TX,2171,359,True
Towner County,ND,2152,095,True
Faulk County,SD,2140,049,True
"Wrangell City and Borough, Alaska County",AK,2134,275,True
Wichita County,KS,2131,203,True
"Denali Borough, Alaska County",AK,2101,068,True
Keweenaw County,MI,2088,083,True
"Haines Borough, Alaska County",AK,2079,100,True
Stanton County,KS,2060,187,True
Wheatland County,MT,2060,107,True
Judith Basin County,MT,2039,045,True
Liberty County,MT,1993,051,True
Jeff Davis County,TX,1992,243,True
Mellette County,SD,1989,095,True
Gilliam County,OR,1983,021,True
Worth County,MO,1982,227,True
Clark County,KS,1977,025,True
Menard County,TX,1964,327,True
Meagher County,MT,1948,059,True
Armstrong County,TX,1912,011,True
Sherman County,OR,1900,055,True
Gosper County,NE,1873,073,True
Buffalo County,SD,1859,017,True
Deuel County,NE,1858,049,True
Logan County,ND,1849,047,True
Jerauld County,SD,1836,073,True
Garfield County,NE,1833,071,True
Oliver County,ND,1832,065,True
Comanche County,KS,1825,033,True
Dundy County,NE,1825,057,True
Garden County,NE,1778,069,True
Steele County,ND,1774,091,True
Powder River County,MT,1773,075,True
Hodgeman County,KS,1770,083,True
Boyd County,NE,1767,015,True
Piute County,UT,1764,031,True
Haakon County,SD,1755,055,True
McCone County,MT,1746,055,True
Golden Valley County,ND,1734,033,True
Cheyenne County,CO,1726,017,True
De Baca County,NM,1695,011,True
Cottle County,TX,1647,101,True
Taliaferro County,GA,1635,265,True
Eureka County,NV,1622,011,True
Dickens County,TX,1570,125,True
Irion County,TX,1561,235,True
Daniels County,MT,1535,019,True
Campbell County,SD,1534,021,True
Lane County,KS,1528,101,True
Alpine County,CA,1515,003,True
Wallace County,KS,1489,199,True
Jackson County,CO,1440,057,True
Throckmorton County,TX,1439,447,True
Wheeler County,OR,1407,069,True
Sterling County,TX,1392,431,True
Edwards County,TX,1380,137,True
Kiowa County,CO,1347,061,True
Sheridan County,ND,1338,083,True
Carter County,MT,1332,011,True
Stonewall County,TX,1331,433,True
Hyde County,SD,1319,069,True
Sully County,SD,1318,119,True
Rock County,NE,1312,149,True
"Skagway Municipality, Alaska County",AK,1303,230,True
Briscoe County,TX,1290,045,True
Prairie County,MT,1283,079,True
Greeley County,KS,1279,071,True
Motley County,TX,1223,345,True
Issaquena County,MS,1206,055,True
Harding County,SD,1176,063,True
Sioux County,NE,1162,165,True
Camas County,ID,1133,025,True
Wibaux County,MT,1119,109,True
Foard County,TX,1075,155,True
Glasscock County,TX,1068,173,True
Jones County,SD,1006,075,True
"Lake and Peninsula Borough, Alaska County",AK,999,164,True
Keya Paha County,NE,987,103,True
Esmeralda County,NV,980,009,True
Garfield County,MT,976,033,True
Hayes County,NE,919,085,True
Hinsdale County,CO,911,053,True
Terrell County,TX,862,443,True
"Bristol Bay Borough, Alaska County",AK,854,060,True
Golden Valley County,MT,841,037,True
Logan County,NE,839,113,True
Billings County,ND,839,007,True
Slope County,ND,837,087,True
Mineral County,CO,794,079,True
Wheeler County,NE,771,183,True
Roberts County,TX,764,393,True
Clark County,ID,756,033,True
San Juan County,CO,690,111,True
Borden County,TX,686,033,True
Treasure County,MT,680,103,True
Harding County,NM,671,021,True
Banner County,NE,670,007,True
McMullen County,TX,670,311,True
Hooker County,NE,659,091,True
Grant County,NE,649,075,True
Daggett County,UT,638,009,True
Kent County,TX,635,263,True
Loup County,NE,629,115,True
Thomas County,NE,592,171,True
"Yakutat City and Borough, Alaska County",AK,564,282,True
Arthur County,NE,485,005,True
McPherson County,NE,456,117,True
Petroleum County,MT,416,069,True
Blaine County,NE,384,009,True
King County,TX,216,269,True
Kenedy County,TX,116,261,True
Loving County,TX,96,301,True
Kalawao County,HI,50,005,True
