name,state,median_household_income,median_home_value
Silverton,CO,64000.0,340600.0
Simla,CO,41625.0,198400.0
Smeltertown,CO,130313.0,
Snowmass Village,CO,94761.0,
Snyder,CO,43482.0,
Somerset,CO,11161.0,
Southern Ute,CO,,287500.0
South Fork,CO,70804.0,354700.0
Springfield,CO,36354.0,121400.0
Starkville,CO,70600.0,
Steamboat Springs,CO,93280.0,776300.0
Stepping Stone,CO,218831.0,729200.0
Sterling,CO,44556.0,183000.0
Sterling Ranch,CO,197330.0,786900.0
Stonegate,CO,150741.0,595600.0
Stonewall Gap,CO,,277500.0
Strasburg,CO,88482.0,423900.0
Stratmoor,CO,66607.0,253200.0
Stratton,CO,51806.0,144900.0
Sugar City,CO,42634.0,62100.0
Sugarloaf,CO,,1057700.0
Sunshine,CO,78365.0,
Superior,CO,149464.0,739200.0
Swink,CO,56513.0,126500.0
Tabernash,CO,104335.0,1182700.0
Tall Timber,CO,190457.0,918300.0
Telluride,CO,81429.0,370700.0
The Pinery,CO,154404.0,666300.0
Thornton,CO,95064.0,445200.0
Timnath,CO,162976.0,678100.0
Todd Creek,CO,173604.0,799200.0
Towaoc,CO,46466.0,
Towner,CO,,
Trail Side,CO,,256800.0
Trinidad,CO,47908.0,185000.0
Twin Lakes (Adams County),CO,87352.0,486400.0
Twin Lakes (Lake County),CO,46016.0,575700.0
Two Buttes,CO,33393.0,32500.0
Upper Bear Creek,CO,177856.0,1038500.0
Upper Witter Gulch,CO,250001.0,710500.0
Vail,CO,96667.0,846600.0
Valdez,CO,,
Valmont,CO,42083.0,875000.0
Vernon,CO,,
Victor,CO,57679.0,177500.0
Vilas,CO,,63800.0
Vineland,CO,118977.0,294000.0
Vona,CO,66250.0,197500.0
Walden,CO,35278.0,172800.0
Walsenburg,CO,37725.0,138500.0
Walsh,CO,26793.0,54100.0
Ward,CO,33750.0,279200.0
Watkins,CO,153000.0,632300.0
Welby,CO,72436.0,321800.0
Weldona,CO,42250.0,183900.0
Wellington,CO,101259.0,413800.0
Westcliffe,CO,52500.0,308500.0
Westcreek,CO,136699.0,442900.0
Westminster,CO,90651.0,467200.0
Weston,CO,71250.0,
West Pleasant View,CO,84839.0,429900.0
Wheat Ridge,CO,79567.0,538300.0
Wiggins,CO,77083.0,294600.0
Wiley,CO,70208.0,143800.0
Williamsburg,CO,66875.0,201400.0
Windsor,CO,121754.0,533300.0
Winter Park,CO,80000.0,463000.0
Wolcott,CO,,
Woodland Park,CO,89341.0,459900.0
Woodmoor,CO,170068.0,642500.0
Woody Creek,CO,62639.0,171700.0
Wray,CO,67596.0,193900.0
Yampa,CO,65625.0,279600.0
Yuma,CO,46314.0,165800.0
Ansonia,CT,67474.0,257100.0
Ball Pond,CT,138165.0,351200.0
Baltic,CT,91250.0,196800.0
Bantam borough,CT,52431.0,263500.0
Bethel,CT,79500.0,368700.0
Bethlehem Village,CT,115455.0,315500.0
Bigelow Corners,CT,118828.0,427000.0
Blue Hills,CT,63844.0,183800.0
Bogus Hill,CT,240568.0,
Botsford,CT,250001.0,453100.0
Branchville,CT,,
Branford Center,CT,76500.0,282300.0
Bridgeport,CT,54440.0,227200.0
Bridgewater,CT,131563.0,476100.0
Bristol,CT,82094.0,235700.0
Broad Brook,CT,93243.0,292800.0
Brookfield Center,CT,245526.0,529400.0
Brooklyn,CT,71543.0,243100.0
Byram,CT,92500.0,853500.0
Canaan,CT,31130.0,188900.0
Candlewood Isle,CT,250001.0,834400.0
Candlewood Knolls,CT,101458.0,344400.0
Candlewood Lake Club,CT,250001.0,
Candlewood Orchards,CT,120652.0,358400.0
Candlewood Shores,CT,144722.0,388000.0
Cannondale,CT,250001.0,
Canton Valley,CT,70389.0,309900.0
Cheshire Village,CT,107577.0,380000.0
Chester Center,CT,73611.0,387800.0
Chimney Point,CT,,
Clinton,CT,80083.0,312000.0
Colchester,CT,74035.0,252300.0
Coleytown,CT,228981.0,1349300.0
Collinsville,CT,101336.0,367400.0
Compo,CT,208833.0,1285700.0
Conning Towers-Nautilus Park,CT,75753.0,250000.0
Cornwall,CT,121250.0,287500.0
Cornwall Bridge,CT,41250.0,343500.0
Cos Cob,CT,185125.0,1138300.0
Coventry Lake,CT,86394.0,239900.0
Crystal Lake,CT,156595.0,358600.0
Danbury,CT,79983.0,355500.0
Daniels Farm,CT,188698.0,564100.0
Danielson borough,CT,69007.0,229000.0
Darien Downtown,CT,163375.0,892500.0
Dayville,CT,56111.0,245500.0
Deep River Center,CT,75296.0,297000.0
Derby,CT,69835.0,220600.0
Dodgingtown,CT,,559000.0
Durham,CT,127361.0,361000.0
East Brooklyn,CT,63938.0,270500.0
East Hampton,CT,122426.0,306300.0
East Hartford,CT,64244.0,201500.0
East Haven,CT,83489.0,262600.0
East Village,CT,177633.0,516100.0
Essex Village,CT,98611.0,737200.0
Fairfield University,CT,,
Falls Village,CT,,407700.0
Fenwick borough,CT,167500.0,2000001.0
Gales Ferry,CT,91083.0,271000.0
Gaylordsville,CT,102237.0,403800.0
Georgetown,CT,159242.0,630500.0
Glastonbury Center,CT,104557.0,360900.0
Glenville,CT,197619.0,986600.0
Greens Farms,CT,250001.0,1194700.0
Greenwich,CT,128839.0,1566500.0
Groton,CT,64611.0,257300.0
Groton Long Point borough,CT,118056.0,873200.0
Guilford Center,CT,88850.0,550800.0
Hartford,CT,41841.0,198900.0
Hawleyville,CT,250001.0,
Hazardville,CT,93486.0,222100.0
Heritage Village,CT,46663.0,181300.0
Higganum,CT,130411.0,388100.0
Indian Field,CT,250001.0,2000001.0
Inglenook,CT,126667.0,243300.0
Jewett City borough,CT,52283.0,175500.0
Kellogg Point,CT,,
Kensington,CT,99423.0,289500.0
Knollcrest,CT,,488900.0
Lake Bungee,CT,82109.0,236500.0
Lake Chaffee,CT,81140.0,224100.0
Lake Pocotopaug,CT,105750.0,303300.0
Lakes East,CT,203804.0,553200.0
Lakeside Woods,CT,193393.0,447600.0
Lakes West,CT,215750.0,667900.0
Lakeville,CT,87401.0,
Litchfield borough,CT,121346.0,380200.0
Long Hill (Greater Bridgeport County),CT,136750.0,441200.0
Long Hill (Southeastern Connecticut County),CT,81750.0,161000.0
Lordship,CT,81929.0,422800.0
Madison Center,CT,130625.0,641700.0
Mamanasco Lake,CT,233188.0,845800.0
Manchester,CT,73265.0,195200.0
Mansfield Center,CT,115655.0,260300.0
Mashantucket,CT,103750.0,283300.0
Mechanicsville,CT,70543.0,203700.0
Meriden,CT,63671.0,199100.0
Middletown,CT,75120.0,257800.0
Milford (balance),CT,104503.0,361900.0
Mill Plain,CT,182625.0,724900.0
Moodus,CT,96032.0,283700.0
Moosup,CT,64466.0,222500.0
Murray,CT,250001.0,929600.0
Mystic,CT,126854.0,460100.0
Naugatuck borough,CT,91145.0,226200.0
New Britain,CT,53766.0,188700.0
New Canaan,CT,167614.0,1019800.0
New Hartford Center,CT,71456.0,178600.0
New Haven,CT,54305.0,236500.0
Newington,CT,100239.0,266200.0
New London,CT,56237.0,220300.0
New Milford,CT,70625.0,286400.0
New Preston,CT,85357.0,382100.0
Newtown borough,CT,144375.0,451400.0
Niantic,CT,82398.0,376900.0
Noank,CT,156842.0,474400.0
Norfolk,CT,69750.0,305200.0
Noroton,CT,250001.0,1408600.0
Noroton Heights,CT,250001.0,1121000.0
Northford,CT,115000.0,345100.0
North Granby,CT,114519.0,362400.0
North Grosvenor Dale,CT,85982.0,185800.0
North Haven,CT,121250.0,344500.0
Northwest Harwinton,CT,93521.0,329600.0
Norwalk,CT,97879.0,491800.0
Norwich,CT,62713.0,200400.0
Oakville,CT,82701.0,261800.0
Old Greenwich,CT,240417.0,1632000.0
Old Hill,CT,250001.0,1195800.0
Old Mystic,CT,112734.0,302500.0
Old Saybrook Center,CT,79712.0,396100.0
Orange,CT,138514.0,447000.0
Oronoque,CT,67069.0,303300.0
Oxoboxo River,CT,69740.0,214800.0
Pawcatuck,CT,70927.0,315400.0
Pemberwick,CT,122546.0,819700.0
Plainfield Village,CT,62638.0,218900.0
Plantsville,CT,105674.0,290000.0
Plattsville,CT,161786.0,588500.0
Pleasant Valley,CT,,234700.0
Poplar Plains,CT,250001.0,1316100.0
Poquonock Bridge,CT,61994.0,182000.0
Portland,CT,94923.0,256000.0
Putnam,CT,60539.0,217000.0
Quasset Lake,CT,,341700.0
Quinebaug,CT,73565.0,197600.0
Quinnipiac University,CT,,
Redding Center,CT,175833.0,590900.0
Ridgebury,CT,205125.0,840600.0
Ridgefield,CT,139490.0,783300.0
Riverside,CT,250001.0,1626900.0
Riverton,CT,113673.0,335800.0
Rock Ridge,CT,212083.0,2000001.0
Rockville,CT,49823.0,182700.0
Route 7 Gateway,CT,140568.0,575900.0
Sacred Heart University,CT,,
Sail Harbor,CT,250001.0,869600.0
Salmon Brook,CT,77500.0,286500.0
Sandy Hook,CT,148750.0,434400.0
Saugatuck,CT,199196.0,1241700.0
Saybrook Manor,CT,110526.0,445500.0
Sharon,CT,153431.0,275200.0
Shelton,CT,112366.0,410400.0
Sherman,CT,,
Sherwood Manor,CT,98980.0,230200.0
Simsbury Center,CT,120435.0,350000.0
Somers,CT,79952.0,335700.0
South Coventry,CT,100145.0,313900.0
Southport,CT,156406.0,885100.0
South Wilton,CT,132381.0,719100.0
South Windham,CT,69327.0,185500.0
Southwood Acres,CT,101939.0,234900.0
South Woodstock,CT,75763.0,262200.0
Stafford Springs,CT,68929.0,203200.0
Stamford,CT,100718.0,584700.0
Staples,CT,213158.0,1163100.0
Stepney,CT,137226.0,425600.0
Stonington borough,CT,84583.0,757800.0
Storrs,CT,27793.0,311400.0
Stratford Downtown,CT,71364.0,269800.0
Suffield Depot,CT,83926.0,378200.0
Taylor Corners,CT,59395.0,393600.0
Tariffville,CT,83607.0,256900.0
Tashua,CT,168646.0,617400.0
Terramuggus,CT,133482.0,339700.0
Terryville,CT,69444.0,213100.0
Thomaston,CT,71301.0,229700.0
Thompsonville,CT,57662.0,219000.0
Tokeneke,CT,250001.0,2000001.0
Topstone,CT,139219.0,641300.0
Torrington,CT,66616.0,180800.0
Trumbull Center,CT,120952.0,439100.0
Wallingford Center,CT,83618.0,281300.0
Waterbury,CT,51451.0,162800.0
Waterford,CT,74701.0,222100.0
Watertown,CT,67252.0,263000.0
Wauregan,CT,81964.0,221400.0
Weatogue,CT,154716.0,367700.0
Westbrook Center,CT,69544.0,463400.0
West Cornwall,CT,103333.0,321400.0
West Hartford,CT,124150.0,370500.0
West Haven,CT,72827.0,247800.0
West Mountain,CT,250001.0,870800.0
Weston,CT,250001.0,1005900.0
Westport Village,CT,215526.0,1204200.0
West Simsbury,CT,175045.0,457700.0
Wethersfield,CT,108656.0,286000.0
Willimantic,CT,45723.0,173100.0
Wilton Center,CT,130543.0,491000.0
Windsor Locks,CT,85570.0,236200.0
Winsted,CT,66250.0,186700.0
Witches Woods,CT,250001.0,435900.0
Woodbury Center,CT,89563.0,417100.0
Woodmont borough,CT,97171.0,420800.0
Arden,DE,74620.0,477100.0
Ardencroft,DE,120658.0,416200.0
Ardentown,DE,81250.0,340000.0
Bear,DE,83852.0,257500.0
Bellefonte,DE,81563.0,258900.0
Bethany Beach,DE,104167.0,610300.0
Bethel,DE,90250.0,233500.0
Blades,DE,61625.0,192000.0
Bowers,DE,69500.0,259700.0
Bridgeville,DE,61523.0,348900.0
Brookside,DE,66485.0,242700.0
Camden,DE,60549.0,267700.0
Cheswold,DE,68083.0,147500.0
Claymont,DE,72840.0,248200.0
Clayton,DE,98367.0,302100.0
Dagsboro,DE,65625.0,271400.0
Delaware City,DE,71513.0,226300.0
Delmar,DE,55625.0,212800.0
Dewey Beach,DE,98500.0,812500.0
Dover,DE,54438.0,222800.0
Dover Base Housing,DE,67174.0,
Edgemoor,DE,70672.0,287100.0
Ellendale,DE,64886.0,214500.0
Elsmere,DE,70773.0,200700.0
Farmington,DE,,141300.0
Felton,DE,55536.0,250300.0
Fenwick Island,DE,118438.0,1166700.0
Frankford,DE,72841.0,245200.0
Frederica,DE,63200.0,196700.0
Georgetown,DE,47238.0,257200.0
Glasgow,DE,104692.0,320000.0
Greenville,DE,133614.0,936500.0
Greenwood,DE,68418.0,207300.0
Harrington,DE,63814.0,198000.0
Hartly,DE,143153.0,
Henlopen Acres,DE,168750.0,2000001.0
Highland Acres,DE,104762.0,282800.0
Hockessin,DE,164848.0,546600.0
Houston,DE,92500.0,253100.0
Kent Acres,DE,68162.0,209100.0
Kenton,DE,50804.0,221300.0
Laurel,DE,42710.0,168000.0
Leipsic,DE,46250.0,205000.0
Lewes,DE,87458.0,778800.0
Lincoln,DE,83125.0,240500.0
Little Creek,DE,57917.0,154700.0
Long Neck,DE,59563.0,119200.0
Magnolia,DE,,183300.0
Middletown,DE,104662.0,363800.0
Milford,DE,53472.0,255300.0
Millsboro,DE,64622.0,247300.0
Millville,DE,92961.0,430700.0
Milton,DE,67763.0,374000.0
Newark,DE,67738.0,334400.0
New Castle,DE,95884.0,240800.0
Newport,DE,62875.0,250800.0
North Star,DE,165179.0,508100.0
Ocean View,DE,88004.0,436700.0
Odessa,DE,87321.0,333300.0
Pike Creek,DE,129614.0,398100.0
Pike Creek Valley,DE,86953.0,281800.0
Port Penn,DE,,
Rehoboth Beach,DE,147273.0,1230700.0
Rising Sun-Lebanon,DE,78205.0,408900.0
Riverview,DE,87708.0,261500.0
Rodney Village,DE,33534.0,151400.0
St. Georges,DE,161346.0,428000.0
Seaford,DE,49469.0,208400.0
Selbyville,DE,93971.0,374500.0
Slaughter Beach,DE,,757500.0
Smyrna,DE,68260.0,246400.0
South Bethany,DE,106840.0,774300.0
Townsend,DE,147917.0,378600.0
Viola,DE,88750.0,250000.0
Wilmington,DE,54731.0,203600.0
Wilmington Manor,DE,72432.0,198700.0
Woodside,DE,77500.0,255200.0
Woodside East,DE,53517.0,
Wyoming,DE,63398.0,251600.0
Washington,DC,101722.0,705000.0
Acacia Villas,FL,,
Alachua,FL,72491.0,269300.0
Alafaya,FL,93251.0,361800.0
Alford,FL,45915.0,
Allentown,FL,37527.0,228000.0
Altamonte Springs,FL,61714.0,247200.0
Altha,FL,29250.0,84500.0
Altoona,FL,,
Alturas,FL,65625.0,166200.0
Alva,FL,81361.0,291400.0
Andrews,FL,34636.0,108000.0
Anna Maria,FL,93478.0,1022700.0
Apalachicola,FL,61322.0,242800.0
Apollo Beach,FL,110425.0,377900.0
Apopka,FL,87394.0,330900.0
Arcadia,FL,34598.0,150600.0
Archer,FL,41154.0,157600.0
Aripeka,FL,34458.0,194500.0
Asbury Lake,FL,102454.0,278300.0
Astatula,FL,61893.0,193100.0
Astor,FL,53929.0,114400.0
Atlantic Beach,FL,99628.0,482000.0
Atlantis,FL,96920.0,492600.0
Auburndale,FL,67661.0,229400.0
Aucilla,FL,,158100.0
Avalon,FL,80809.0,276700.0
Ave Maria,FL,89113.0,387400.0
Aventura,FL,75211.0,396900.0
Avon Park,FL,35340.0,101300.0
Azalea Park,FL,59231.0,225900.0
Babson Park,FL,58750.0,139000.0
Bagdad,FL,78182.0,218000.0
Baldwin,FL,54628.0,121600.0
Bal Harbour,FL,86172.0,1608700.0
Balm,FL,102162.0,296800.0
Bardmoor,FL,83852.0,254500.0
Bartow,FL,60974.0,195200.0
Bascom,FL,68000.0,93000.0
Bay Harbor Islands,FL,73587.0,480600.0
Bay Hill,FL,135063.0,652100.0
Bay Lake,FL,119107.0,111700.0
Bayonet Point,FL,42932.0,136400.0
Bay Pines,FL,71635.0,271100.0
Bayport,FL,,
Bayshore Gardens,FL,49003.0,150600.0
Beacon Square,FL,46233.0,129500.0
Bear Creek,FL,70298.0,371400.0
Bee Ridge,FL,75718.0,322200.0
Bell,FL,53750.0,98900.0
Bellair-Meadowbrook Terrace,FL,55496.0,196700.0
Belleair,FL,114556.0,566200.0
Belleair Beach,FL,128750.0,954000.0
Belleair Bluffs,FL,51913.0,362300.0
Belleair Shore,FL,178750.0,2000001.0
Belle Glade,FL,42314.0,136500.0
Belle Isle,FL,111836.0,426900.0
Belleview,FL,49007.0,160000.0
Bellview,FL,63596.0,151700.0
Berkshire Lakes,FL,88659.0,295100.0
Berrydale,FL,,77900.0
Beverly Beach,FL,42273.0,284100.0
Beverly Hills,FL,42165.0,126300.0
Big Coppitt Key,FL,102943.0,481200.0
Big Pine Key,FL,74375.0,456000.0
Biscayne Park,FL,69830.0,580200.0
Bithlo,FL,95904.0,338400.0
Black Diamond,FL,115045.0,421600.0
Black Hammock,FL,,
Bloomingdale,FL,102740.0,339300.0
Blountstown,FL,38051.0,117400.0
Boca Raton,FL,95570.0,597100.0
Bokeelia,FL,66691.0,263400.0
Bonifay,FL,32750.0,112100.0
Bonita Springs,FL,84668.0,420400.0
Boulevard Gardens,FL,58878.0,224900.0
Bowling Green,FL,46429.0,95000.0
Boynton Beach,FL,68875.0,285500.0
Bradenton,FL,55795.0,252400.0
Bradenton Beach,FL,66667.0,419400.0
Bradfordville,FL,118515.0,317500.0
Bradley Junction,FL,43679.0,133200.0
Brandon,FL,71156.0,266400.0
Branford,FL,33750.0,93900.0
Brent,FL,44053.0,106500.0
Briny Breezes,FL,60313.0,221400.0
Bristol,FL,45042.0,113600.0
Broadview Park,FL,60791.0,291200.0
Bronson,FL,57557.0,128100.0
Brooker,FL,65179.0,157300.0
Brookridge,FL,49240.0,113100.0
Brooksville,FL,42047.0,75300.0
Brownsdale,FL,86250.0,230800.0
Brownsville,FL,34779.0,242900.0
Buckhead Ridge,FL,34911.0,112400.0
Buckingham,FL,103563.0,352500.0
Buenaventura Lakes,FL,59443.0,252500.0
Bunnell,FL,42831.0,213600.0
Burnt Store Marina,FL,104924.0,374000.0
Bushnell,FL,41700.0,91100.0
Butler Beach,FL,83661.0,446200.0
Cabana Colony,FL,92635.0,358600.0
Callahan,FL,52688.0,214800.0
Callaway,FL,61743.0,193200.0
Campbell,FL,38117.0,
Campbellton,FL,42917.0,83000.0
Canal Point,FL,102679.0,157200.0
Cape Canaveral,FL,68495.0,322500.0
Cape Coral,FL,72474.0,302400.0
Capitola,FL,46607.0,118200.0
Captiva,FL,,
Carrabelle,FL,41563.0,141600.0
Carrollwood,FL,73150.0,340400.0
Caryville,FL,48438.0,67500.0
Casselberry,FL,56833.0,244800.0
Cedar Grove,FL,45041.0,148500.0
Cedar Key,FL,69886.0,304200.0
Celebration,FL,99642.0,584700.0
Center Hill,FL,59514.0,137500.0
Century,FL,25500.0,65000.0
Chaires,FL,94643.0,386100.0
Charleston Park,FL,,
Charlotte Harbor,FL,38951.0,176800.0
Charlotte Park,FL,64893.0,222500.0
Chattahoochee,FL,51473.0,73900.0
Cheval,FL,79963.0,449800.0
Chiefland,FL,38536.0,137900.0
Chipley,FL,35469.0,105600.0
Chokoloskee,FL,91080.0,213000.0
Christmas,FL,92550.0,332300.0
Chuluota,FL,80250.0,379600.0
Chumuckla,FL,103727.0,282900.0
Cinco Bayou,FL,76141.0,297200.0
Citrus Hills,FL,79206.0,341700.0
Citrus Park,FL,80249.0,323800.0
Citrus Springs,FL,60175.0,193900.0
Clarcona,FL,38154.0,229900.0
Clearwater,FL,59358.0,287900.0
Clermont,FL,75951.0,335100.0
Cleveland,FL,44971.0,147200.0
Clewiston,FL,50538.0,161000.0
Cloud Lake,FL,65966.0,230700.0
Cobbtown,FL,,
Cocoa,FL,53900.0,182700.0
Cocoa Beach,FL,80880.0,417500.0
Cocoa West,FL,31266.0,124900.0
Coconut Creek,FL,72740.0,249200.0
Coleman,FL,53750.0,115500.0
Combee Settlement,FL,37763.0,153200.0
Connerton,FL,115757.0,408800.0
Conway,FL,90548.0,344100.0
Cooper City,FL,119567.0,487900.0
Coral Gables,FL,118203.0,952000.0
Coral Springs,FL,87488.0,453100.0
Coral Terrace,FL,72999.0,448100.0
Cortez,FL,74769.0,380700.0
Cottondale,FL,49375.0,84500.0
Country Club,FL,66140.0,316100.0
Country Walk,FL,106510.0,449200.0
Crawfordville,FL,92813.0,228000.0
Crescent Beach,FL,104432.0,512700.0
Crescent City,FL,36625.0,176900.0
Crestview,FL,61311.0,220000.0
Crooked Lake Park,FL,54479.0,159200.0
Cross City,FL,44500.0,91000.0
Crystal Lake,FL,45166.0,144900.0
Crystal River,FL,46795.0,268900.0
Crystal Springs,FL,47411.0,130300.0
Cudjoe Key,FL,95086.0,667800.0
Cutler Bay,FL,78569.0,378900.0
Cypress Gardens,FL,83812.0,239900.0
Cypress Lake,FL,58943.0,211800.0
Cypress Quarters,FL,29375.0,213400.0
Dade City,FL,63493.0,175900.0
Dade City North,FL,42877.0,97500.0
Dania Beach,FL,46330.0,256600.0
Davenport,FL,64428.0,274900.0
Davie,FL,84346.0,405100.0
Day,FL,65536.0,247800.0
Daytona Beach,FL,47608.0,211800.0
Daytona Beach Shores,FL,65334.0,365600.0
DeBary,FL,83678.0,283000.0
Deerfield Beach,FL,53741.0,243900.0
DeFuniak Springs,FL,56455.0,157700.0
DeLand,FL,71439.0,279400.0
DeLand Southwest,FL,39000.0,284500.0
De Leon Springs,FL,52111.0,204800.0
Delray Beach,FL,76558.0,352400.0
Deltona,FL,69074.0,226800.0
Desoto Acres,FL,78077.0,456300.0
Desoto Lakes,FL,71920.0,299200.0
Destin,FL,86777.0,429400.0
Dickerson City,FL,,
Dixonville,FL,,166300.0
Doctor Phillips,FL,100034.0,458800.0
Doral,FL,83823.0,468800.0
Dover,FL,36055.0,218600.0
Duck Key,FL,124063.0,1052700.0
Dundee,FL,44936.0,194500.0
Dunedin,FL,63824.0,292600.0
Dunnellon,FL,34930.0,149200.0
Eagle Lake,FL,71705.0,172700.0
East Bronson,FL,49447.0,140800.0
East Lake,FL,92445.0,435000.0
East Lake-Orient Park,FL,56401.0,203300.0
East Milton,FL,61923.0,191200.0
East Palatka,FL,63047.0,210400.0
Eastpoint,FL,54096.0,164400.0
East Williston,FL,,
Eatonville,FL,29667.0,123100.0
Ebro,FL,59375.0,172900.0
Edgewater,FL,56886.0,218200.0
Edgewood,FL,81184.0,369400.0
Eglin AFB,FL,67153.0,
Egypt Lake-Leto,FL,51136.0,264200.0
Elfers,FL,50467.0,141800.0
Ellenton,FL,66005.0,231200.0
El Portal,FL,102614.0,608300.0
Englewood,FL,61734.0,277600.0
Ensley,FL,57232.0,159700.0
Estero,FL,100543.0,392300.0
Esto,FL,45469.0,85000.0
Eustis,FL,59941.0,223600.0
Everglades,FL,,394100.0
Fairview Shores,FL,64556.0,290900.0
Fanning Springs,FL,48281.0,137800.0
Feather Sound,FL,93273.0,359900.0
Fellsmere,FL,43482.0,126100.0
Fernandina Beach,FL,86494.0,426100.0
Ferndale,FL,,288600.0
Fern Park,FL,58516.0,288600.0
Ferry Pass,FL,62420.0,203200.0
Fidelis,FL,83438.0,171900.0
Fisher Island,FL,250001.0,2000001.0
Fish Hawk,FL,129580.0,464800.0
Five Points,FL,40000.0,209700.0
Flagler Beach,FL,64242.0,448800.0
Flagler Estates,FL,59875.0,188000.0
Fleming Island,FL,117414.0,355200.0
Floral City,FL,55616.0,187100.0
Florida City,FL,44774.0,235300.0
Florida Gulf Coast University,FL,25179.0,
Florida Ridge,FL,60439.0,212000.0
Floridatown,FL,,503200.0
Forest City,FL,81928.0,350200.0
Fort Braden,FL,60714.0,122000.0
Fort Denaud,FL,70169.0,300000.0
Fort Green,FL,70417.0,211300.0
Fort Green Springs,FL,76078.0,65500.0
Fort Lauderdale,FL,75376.0,417600.0
Fort Meade,FL,34474.0,133000.0
Fort Myers,FL,57403.0,318900.0
Fort Myers Beach,FL,87204.0,538600.0
Fort Myers Shores,FL,66034.0,207600.0
Fort Pierce,FL,45121.0,191200.0
Fort Pierce North,FL,31458.0,117300.0
Fort Pierce South,FL,53302.0,185900.0
Fort Walton Beach,FL,61820.0,272400.0
Fort White,FL,48935.0,201000.0
Fountainebleau,FL,60623.0,267100.0
Four Corners,FL,72931.0,275100.0
Franklin Park,FL,32177.0,
Freeport,FL,81594.0,336900.0
Frostproof,FL,43487.0,145300.0
Fruit Cove,FL,134535.0,406700.0
Fruitland Park,FL,70167.0,342200.0
Fruitville,FL,84070.0,351700.0
Fuller Heights,FL,77787.0,228400.0
Fussels Corner,FL,50761.0,61900.0
Gainesville,FL,43783.0,216600.0
Garcon Point,FL,101788.0,353700.0
Garden Grove,FL,83190.0,233300.0
Gardner,FL,33788.0,110900.0
Gateway,FL,110317.0,355200.0
Geneva,FL,140094.0,527700.0
Gibsonton,FL,73167.0,246100.0
Gifford,FL,23969.0,175200.0
Gladeview,FL,42490.0,197700.0
Glencoe,FL,51192.0,298800.0
Glen Ridge,FL,119000.0,588000.0
Glen St. Mary,FL,48462.0,212000.0
Glenvar Heights,FL,72852.0,474700.0
Golden Beach,FL,250001.0,2000001.0
Golden Gate,FL,61905.0,323100.0
Golden Glades,FL,51075.0,313600.0
Goldenrod,FL,61495.0,310500.0
Golf,FL,250001.0,1500000.0
Gonzalez,FL,78835.0,231600.0
Goodland,FL,,
Gotha,FL,174750.0,726100.0
Goulding,FL,25799.0,59500.0
Goulds,FL,55232.0,341300.0
Graceville,FL,36625.0,95800.0
Grand Ridge,FL,37065.0,96900.0
Grant-Valkaria,FL,109850.0,434800.0
Greenacres,FL,58981.0,220800.0
Greenbriar,FL,66801.0,276900.0
Green Cove Springs,FL,63760.0,229100.0
Greensboro,FL,43342.0,138700.0
Greenville,FL,52204.0,62500.0
Greenwood,FL,56250.0,84000.0
Grenelefe,FL,57692.0,234400.0
Gretna,FL,27419.0,95000.0
Grove City,FL,48194.0,265000.0
Groveland,FL,84347.0,310600.0
Gulf Breeze,FL,107202.0,463700.0
Gulf Gate,FL,66232.0,302100.0
Gulfport,FL,60461.0,293100.0
Gulf Stream,FL,227500.0,2000001.0
Gun Club Estates,FL,83304.0,218800.0
Haines City,FL,57718.0,222100.0
Hallandale Beach,FL,45417.0,244400.0
Hampton,FL,38056.0,
Harbor Bluffs,FL,108403.0,479800.0
Harbour Heights,FL,54877.0,288600.0
Harlem,FL,,64800.0
Harlem Heights,FL,29878.0,129000.0
Harold,FL,,158300.0
Hastings,FL,,169100.0
Havana,FL,51321.0,196600.0
Haverhill,FL,73636.0,315000.0
Hawthorne,FL,49479.0,134100.0
Heathrow,FL,119762.0,509200.0
Heritage Bay,FL,,711100.0
Heritage Pines,FL,64767.0,231800.0
Hernando,FL,41019.0,155900.0
Hernando Beach,FL,84154.0,401000.0
Hialeah,FL,49531.0,324300.0
Hialeah Gardens,FL,58497.0,278400.0
Highland Beach,FL,140045.0,696300.0
Highland City,FL,85301.0,265200.0
Highland Park,FL,84688.0,297900.0
High Point,FL,46083.0,122300.0
High Springs,FL,76760.0,254600.0
Hillcrest Heights,FL,110536.0,211400.0
Hilliard,FL,64375.0,226400.0
Hill 'n Dale,FL,52250.0,98000.0
Hillsboro Beach,FL,86250.0,561200.0
Hillsboro Pines,FL,79583.0,447100.0
Hobe Sound,FL,62677.0,313300.0
Holden Heights,FL,44057.0,174800.0
Holden Lakes,FL,61950.0,334000.0
Holiday,FL,40852.0,118400.0
Holley,FL,98125.0,351000.0
Holly Hill,FL,40908.0,155600.0
Hollywood,FL,61958.0,345300.0
Holmes Beach,FL,94545.0,662900.0
Homeland,FL,65469.0,120800.0
Homestead,FL,57739.0,316200.0
Homestead Base,FL,,
Homosassa,FL,55112.0,258500.0
Homosassa Springs,FL,46047.0,121100.0
Horizon West,FL,118064.0,459500.0
Horseshoe Beach,FL,,
Hosford,FL,67344.0,111900.0
Howey-in-the-Hills,FL,83750.0,334800.0
Hudson,FL,45752.0,203700.0
Hunters Creek,FL,92053.0,385600.0
Hurlburt Field,FL,45596.0,
Hutchinson Island South,FL,63300.0,351000.0
Hypoluxo,FL,76510.0,239900.0
Immokalee,FL,46700.0,177800.0
Indialantic,FL,74237.0,517600.0
