name,state,population,is_county
Miller,MO,727,False
Spring Gardens,TX,727,False
Wauzeka,WI,727,False
Stafford,KS,726,False
Alto Bonito Heights,TX,726,False
Millerton,CA,726,False
McRoberts,KY,726,False
Eden,WI,726,False
Pleasant Hope,MO,726,False
Cherry Tree,OK,726,False
Zena,NY,726,False
Mountain City,TX,726,False
Hartland,MI,725,False
La Tina Ranch,TX,725,False
Avoca,AR,725,False
North High Shoals,GA,725,False
Hancock,MN,725,False
What Cheer,IA,724,False
Sebeka,MN,724,False
Pinckard,AL,724,False
Wallowa,OR,724,False
Bird-in-Hand,PA,724,False
Lake Latonka,PA,724,False
Redland,TX,723,False
Cushing,TX,723,False
Jonesport,ME,723,False
Cartwright,OK,723,False
Stockton,MN,723,False
Oldenburg,IN,723,False
Dahlgren Center,VA,723,False
Copenhagen,NY,723,False
Catheys Valley,CA,723,False
Sugar Grove,VA,723,False
San Ildefonso Pueblo,NM,722,False
Qulin,MO,722,False
Humphrey,NE,722,False
Plain,WI,722,False
Hooversville,PA,722,False
Conway,MO,722,False
Stratton,CO,722,False
Sharpsburg,MD,722,False
Unionville CDP (Chester County),PA,722,False
Lake Eliza,IN,722,False
Driscoll,TX,722,False
Ruby,MI,721,False
Rock Creek,OH,721,False
Clyde,CA,721,False
Ballard,CA,721,False
Hardin,TX,721,False
Penney Farms,FL,721,False
Walnut Grove,MS,721,False
Alba,MO,721,False
Marine on St. Croix,MN,721,False
Stowe,VT,721,False
Middletown,MI,720,False
Boys Town,NE,720,False
Ridge Spring,SC,720,False
Dover,ID,720,False
Sand Rock,AL,720,False
Pearl City,IL,720,False
Mulga,AL,720,False
Valliant,OK,720,False
Van Dyne,WI,720,False
Chamberino,NM,720,False
Gouldsboro,PA,720,False
Calumet,MI,719,False
Boyden,IA,719,False
Meriden,KS,719,False
Brooks,GA,719,False
Cleveland,MN,719,False
McCool Junction,NE,718,False
Crowder,MS,718,False
Eldon,IA,718,False
Jerome,PA,718,False
Wingo,KY,718,False
McIntyre,GA,718,False
Unionville CDP (Butler County),PA,718,False
Lopatcong Overlook,NJ,718,False
Etna,CA,717,False
Moores Hill,IN,717,False
Scooba,MS,717,False
Phil Campbell,AL,717,False
Prairie City,OR,717,False
Morrison,TN,717,False
Vermontville,MI,717,False
Fuller Acres,CA,717,False
Indianola,CA,717,False
Chester Hill,PA,717,False
Mesa,WA,717,False
Brownsville,WI,717,False
Corriganville,MD,717,False
Wadsworth,NV,716,False
North Light Plant,NM,716,False
Tetherow,OR,716,False
Dongola,IL,716,False
Tyrone,NM,716,False
Goldsboro,PA,716,False
Brenda,AZ,716,False
Erick,OK,716,False
Walnut,MS,716,False
Farmersville,IL,716,False
Brantleyville,AL,716,False
Garibaldi,OR,716,False
Pavo,GA,715,False
Ravine,PA,715,False
Alexis,IL,715,False
Attica,OH,715,False
South Cle Elum,WA,715,False
New Kingstown,PA,715,False
Attapulgus,GA,715,False
Presque Isle Harbor,MI,715,False
Pavilion,NY,715,False
Ocracoke,NC,715,False
Wilson,LA,715,False
Snow Shoe,PA,714,False
Briaroaks,TX,714,False
Science Hill,KY,714,False
La Puerta,TX,714,False
Watauga,TN,714,False
Terrytown,NE,714,False
Montcalm,WV,714,False
Summerton,SC,714,False
Rushford Village,MN,714,False
Beaverdale,IA,714,False
Gideon,MO,714,False
Cotton Valley,LA,713,False
Greenwood,FL,713,False
Freeport,MI,713,False
Central Valley,UT,713,False
Cyril,OK,713,False
Buena Vista,CA,713,False
El Paso,AR,713,False
Santa Clara,TX,713,False
Ponca,NE,713,False
Lidgerwood,ND,713,False
Blanchardville,WI,712,False
Valier,IL,712,False
Holland,AR,712,False
New Hamilton,MS,712,False
Barker,NY,712,False
Fox River,AK,712,False
Glen St. Mary,FL,712,False
Nuangola,PA,712,False
Stillmore,GA,712,False
Eastborough,KS,712,False
Ludlow,VT,711,False
Bolton,OH,711,False
Brighton,IA,711,False
Haviland,KS,711,False
McKenzie,AL,711,False
Bendersville,PA,711,False
Reece City,AL,711,False
Rolla,KS,711,False
Silverhill,AL,711,False
North Pearsall,TX,711,False
Twin Valley,MN,711,False
Turbeville,SC,710,False
Timber Lakes,UT,710,False
Bowen,IL,710,False
Woonsocket,SD,710,False
Gustavus,AK,710,False
Bay View,OH,710,False
Congerville,IL,710,False
Siren,WI,710,False
Yah-ta-hey,NM,709,False
Belle Center,OH,709,False
Hosford,FL,709,False
Barboursville,VA,708,False
Henefer,UT,708,False
Peñasco,NM,708,False
Sandy Hook,KY,708,False
Hannibal,NY,708,False
Branchville,NJ,708,False
Queen City,MO,708,False
Salome,AZ,708,False
Tortugas,NM,708,False
Jetmore,KS,708,False
Piney View,WV,708,False
Andover,OH,708,False
Eldorado,OH,707,False
Rich Creek,VA,707,False
Murray,CT,707,False
Fleming,CO,707,False
Perry,MO,707,False
Minor Hill,TN,707,False
Avon,SD,707,False
Isle,MN,707,False
Smiths Grove,KY,707,False
Yates City,IL,707,False
Wonewoc,WI,706,False
Myrtle,MS,706,False
Hester,LA,706,False
La Rue,OH,706,False
Montrose,IA,706,False
Pickensville,AL,706,False
Overton,NE,706,False
Blairstown,IA,705,False
Blue Berry Hill,TX,705,False
Lecompte,LA,705,False
Wood Heights,MO,705,False
Niota,TN,705,False
Sugar City,CO,705,False
Robbinsville,NC,705,False
Gaston,IN,705,False
Greenville,CA,705,False
Desoto Acres,FL,705,False
Folsom,LA,705,False
Miracle Valley,AZ,704,False
Walden,CO,704,False
Bluffs,IL,704,False
Aulander,NC,704,False
Chippewa Lake,OH,704,False
Lashmeet,WV,704,False
Apple Canyon Lake,IL,704,False
Dighton,KS,703,False
Gratis,OH,703,False
Cherokee,KS,703,False
New Florence,PA,703,False
Refton,PA,703,False
Marquette,KS,703,False
Sharpsville,IN,703,False
Manchester,VT,703,False
Rockford,IN,703,False
Granite,UT,703,False
Lake View,SC,702,False
Oxford,IA,702,False
Welling,OK,702,False
Lake City,MI,702,False
Sunset Village,GA,702,False
Juniata,NE,702,False
Hollow Creek,KY,702,False
Cynthiana,IN,702,False
Chatom,AL,702,False
Loon Lake,WA,702,False
East Vandergrift,PA,701,False
Ducor,CA,701,False
Aquasco,MD,701,False
Antelope,SD,701,False
Rocky Fork Point,OH,701,False
Palatine Bridge,NY,701,False
Appling,GA,701,False
Diamondville,WY,700,False
Boyle,MS,700,False
Massieville,OH,700,False
Gilmer Park,IN,700,False
Tuxedo Park,NY,700,False
Park City,KY,700,False
Belfield,ND,700,False
Elizabeth,WV,700,False
Holiday Lakes,OH,700,False
Vici,OK,700,False
Barton,VT,700,False
Waverly Hall,GA,700,False
Doyline,LA,699,False
Iron River,WI,699,False
Morrison,OK,699,False
Midland,MD,699,False
Highland Hills,OH,699,False
Camden,MI,699,False
Oneida Castle,NY,699,False
White Haven,MT,699,False
Bentleyville,OH,699,False
Howells,NE,699,False
Jonesburg,MO,699,False
Varna,NY,699,False
Iron Station,NC,699,False
Belle Fontaine,AL,699,False
Clarks Hill,IN,698,False
Tonica,IL,698,False
Shelby,IA,698,False
Sterling,NE,698,False
Clear Lake,MN,698,False
Santa Margarita,CA,698,False
North City,IL,697,False
Tuscola,TX,697,False
Ramona,OK,697,False
Seven Mile Ford,VA,697,False
Shannon,IL,697,False
Howard,PA,697,False
Lake Tanglewood,TX,697,False
Condon,OR,697,False
Bantam,CT,697,False
Galena,MD,697,False
Findlay,IL,697,False
Holdingford,MN,697,False
Corbin City,NJ,697,False
Sewickley Hills,PA,697,False
DeBordieu Colony,SC,696,False
Magnolia,KY,696,False
Chiloquin,OR,696,False
Charlotte Court House,VA,696,False
Boswell,IN,696,False
Spivey's Corner,NC,696,False
Millwood,NY,696,False
Sanders,AZ,696,False
Remy,OK,696,False
Donovan Estates,AZ,696,False
Kimball,MN,696,False
Bella Villa,MO,695,False
Selby,SD,695,False
Roff,OK,695,False
Brimfield,IL,695,False
Minneola,KS,695,False
Parkin,AR,694,False
Latimer,IA,694,False
La Cueva CDP (Santa Fe County),NM,694,False
Klemme,IA,694,False
Maringouin,LA,694,False
Victory,NY,694,False
Pioneer Junction,MT,693,False
Washington Boro,PA,693,False
Coldwater,KS,693,False
Carlsbad,TX,693,False
Bancroft,WI,693,False
Foreston,MN,693,False
East Durham,NY,693,False
North Freedom,WI,693,False
Arlee,MT,693,False
North Philipsburg,PA,693,False
Many Farms,AZ,693,False
Nelliston,NY,693,False
Brent,OK,693,False
Gates,TN,693,False
Bettsville,OH,693,False
Hanover,KS,692,False
Aurora,NY,692,False
Helena,MS,692,False
Beemer,NE,692,False
Frankfort,KS,692,False
Derby Line,VT,692,False
Beech Creek,PA,692,False
Leawood,MO,692,False
Napakiak,AK,692,False
Mullan,ID,692,False
Corsica,SD,691,False
Braymer,MO,691,False
Renaissance at Monroe,NJ,691,False
Wall Lake,IA,691,False
Oconomowoc Lake,WI,691,False
Albany,IL,691,False
South Coffeyville,OK,691,False
Bowmans Addition,MD,690,False
South La Paloma,TX,690,False
Augusta,IL,690,False
Swea City,IA,690,False
Butte Creek Canyon,CA,690,False
Orleans,IA,690,False
Lakeville,IN,690,False
Goose Creek Lake,MO,690,False
Lewis Run,PA,690,False
Forest Junction,WI,690,False
Forest Hill,LA,690,False
Virgin,UT,690,False
Castlewood,SD,690,False
Meadville,MS,690,False
Swink,CO,689,False
Richmond,VT,689,False
Artemus,KY,689,False
Screven,GA,689,False
Prewitt,NM,689,False
Salcha,AK,689,False
Clearbrook,MN,689,False
Peña Blanca,NM,688,False
Vernon,FL,688,False
Solis,TX,688,False
Sonora,KY,688,False
Mount Morris,PA,688,False
Ivalee,AL,688,False
Arcadia,OH,688,False
Chaires,FL,687,False
Tumalo,OR,687,False
Kiowa,OK,687,False
Circle City,AZ,687,False
Francis Creek,WI,687,False
Batavia,MT,687,False
Lincoln Heights,OH,687,False
Farina,IL,687,False
Sedley,VA,687,False
Kasota,MN,687,False
Ida,MI,686,False
McDonald Chapel,AL,686,False
Chaumont,NY,686,False
Duck,NC,686,False
McGregor,IA,686,False
Patterson Heights,PA,686,False
Davenport,OK,686,False
Neopit,WI,685,False
Wilton,AL,685,False
Lacomb,OR,685,False
Tekonsha,MI,685,False
Cobb,CA,685,False
Campbell,NY,685,False
Seven Mile,OH,685,False
Burke,SD,685,False
Sheatown,PA,684,False
Rote,PA,684,False
Mandaree,ND,684,False
Pecan Hill,TX,684,False
Bucklin,KS,684,False
Leeton,MO,684,False
Tohatchi,NM,684,False
Hermitage,MO,684,False
Dryden,VA,684,False
Lynch,KY,684,False
Trimont,MN,684,False
Minkler,CA,683,False
Revloc,PA,683,False
Fairfield,PA,683,False
Pennville,IN,683,False
Woodmere,OH,683,False
Elmwood,WI,683,False
Rockvale,CO,683,False
Browns Crossing,IN,683,False
Danville,WV,682,False
Williams Acres,NM,682,False
Dalzell,IL,682,False
Amherst,NH,682,False
Nankin,OH,682,False
Huntington,OR,682,False
Mountain View,CO,682,False
Ivy,VA,682,False
White River,SD,681,False
Mignon,AL,681,False
Fisher Island,FL,681,False
North Chevy Chase,MD,681,False
New Tripoli,PA,681,False
Llewellyn Park,NJ,681,False
Murray,IA,681,False
Fairview,AL,681,False
Oak Creek,CO,681,False
Beverly,WV,681,False
Bertrand,NE,681,False
Fort Chiswell,VA,680,False
Hoffman,MN,680,False
Lizton,IN,680,False
Boissevain,VA,680,False
Newcastle,ME,680,False
Benzonia,MI,679,False
Clio,SC,679,False
Cheneyville,LA,679,False
Hamden,OH,679,False
Happy Camp,CA,679,False
Tigerton,WI,679,False
Taylor,AR,679,False
Darrtown,OH,679,False
Aroma Park,IL,679,False
Rivesville,WV,679,False
Center Ossipee,NH,679,False
Grangerland,TX,679,False
Pikeville,NC,679,False
Scalp Level,PA,678,False
Fall River Mills,CA,678,False
Pultneyville,NY,678,False
Osmond,NE,678,False
Coyote Acres,TX,678,False
Amagansett,NY,678,False
Edgeley,ND,678,False
Hotevilla-Bacavi,AZ,678,False
Kirtland Hills,OH,678,False
Dana,IN,678,False
Red Cross,NC,677,False
Claysville,PA,677,False
Grand River,OH,677,False
Starbrick,PA,677,False
Mount Jewett,PA,677,False
Valley City,OH,677,False
Malta,OH,677,False
New Salem,PA,677,False
Light Oak,NC,677,False
Greenbush,MN,677,False
New Milford,PA,677,False
Clarissa,MN,676,False
Cove,OR,676,False
Quentin,PA,676,False
Holiday Hills,IL,676,False
Mount Calvary,WI,675,False
High Shoals,NC,675,False
Wilton,ND,675,False
Millstone,KY,675,False
Blackduck,MN,675,False
Airport Drive,MO,675,False
Shelby,NE,675,False
Millersburg,IN,675,False
Roby,TX,675,False
Weiner,AR,675,False
Ashford,WA,675,False
Long Grove,IA,675,False
Hornbeck,LA,674,False
Adams,TN,674,False
LaMoure,ND,674,False
Nelsonville,NY,674,False
New London,NC,674,False
Calpella,CA,674,False
Dalton City,IL,674,False
Crooked Creek,GA,674,False
East Williston,FL,674,False
Stanton,IA,674,False
Caseville,MI,674,False
Winton,NC,674,False
Hamilton,VA,674,False
Peterstown,WV,673,False
Manns Harbor,NC,673,False
Red Rock,TX,673,False
Loghill Village,CO,673,False
Oak Run,IL,673,False
Wyocena,WI,673,False
Great Bend,PA,673,False
Idaho City,ID,673,False
Savona,NY,673,False
Foxfield,CO,673,False
Arcadia University,PA,672,False
Ochlocknee,GA,672,False
Indian Lake Estates,FL,672,False
New Berlin,PA,672,False
Friendship,TN,672,False
Faulkton,SD,672,False
Milroy,IN,672,False
Blythe,GA,672,False
Russellville,OH,672,False
Graham,GA,672,False
Black Eagle,MT,672,False
War,WV,672,False
Jackson,NC,671,False
Laddonia,MO,671,False
Conetoe,NC,671,False
Ansonville,NC,671,False
Pilot Grove,MO,671,False
Culbertson,MT,671,False
Valleyview,OH,671,False
Casper Mountain,WY,671,False
Mapleton,ME,671,False
Titusville,NJ,671,False
Somerville,AL,671,False
Canistota,SD,670,False
South Point,TX,670,False
Unionville,NY,670,False
Dexter,IA,670,False
Junction City,IL,670,False
Fallston,NC,670,False
Fultonville,NY,670,False
Kurten,TX,670,False
Mayesville,SC,670,False
Gibsland,LA,670,False
New Cuyama,CA,669,False
St. Francisville,IL,669,False
Rouzerville,PA,669,False
Doolittle,MO,669,False
Rockland,WI,669,False
Dawson,IL,669,False
La Jara,CO,669,False
Hazleton,IA,669,False
Walkerville,MT,668,False
New Summerfield,TX,668,False
Hershey,NE,668,False
Bardwell,TX,668,False
Mamers,NC,668,False
Shipman,IL,668,False
Hemlock,NY,668,False
Jacksonville,NY,668,False
Round Hill,VA,668,False
Newell,PA,668,False
Cowley,WY,668,False
Pateros,WA,668,False
Molena,GA,667,False
Fawn Lake Forest,PA,667,False
Pendleton,TX,667,False
Patoka,IL,667,False
Clarksburg,OH,667,False
Port Austin,MI,667,False
Taylorsville,IN,667,False
Monaville,WV,666,False
Kenefick,TX,666,False
Lakeside,IA,666,False
Albert City,IA,666,False
Long Lake,NY,666,False
Milnor,ND,666,False
Hoyt,KS,666,False
Dudley,GA,666,False
Smallwood,NY,666,False
Mertztown,PA,666,False
Wyalusing,PA,666,False
Ozawkie,KS,666,False
Blue Ridge Shores,VA,666,False
Bethel,VT,666,False
Campbellsburg,IN,666,False
Plandome Manor,NY,665,False
Wiley Ford,WV,665,False
Friedensburg,PA,665,False
Florien,LA,665,False
Webster,WI,665,False
Rolfe,IA,665,False
Meeteetse,WY,665,False
Addison,AL,665,False
Brookside,OH,665,False
Caneyville,KY,665,False
Polonia,WI,665,False
Gobles,MI,665,False
Goldfield,IA,665,False
Sullivan,WI,664,False
Garber,OK,664,False
Clarkrange,TN,664,False
Atlas,PA,664,False
Anderson,NJ,664,False
Clarktown,OH,664,False
Republic,OH,664,False
Gallaway,TN,664,False
Indian Creek,IL,664,False
Murrayville,IL,664,False
Round Top,NY,663,False
Ashland,ME,663,False
Taylor Springs,IL,663,False
Dierks,AR,663,False
Paragonah,UT,663,False
Clarkson,NE,663,False
Parma,MI,663,False
Arabi,GA,663,False
Navajo Mountain,UT,663,False
Manila,CA,663,False
Ashland,MS,663,False
Blende,CO,663,False
Lemannville,LA,662,False
Karlstad,MN,662,False
Dearing,GA,662,False
Kersey,PA,662,False
Clayton,OK,662,False
Waikoloa Beach Resort,HI,662,False
Wallace,SC,662,False
Betsy Layne,KY,662,False
Paoli,OK,662,False
Baywood,VA,661,False
Nichols,NY,661,False
Croghan,NY,661,False
Woodson,AR,661,False
Brownsville,MN,661,False
Wanblee,SD,661,False
Rossiter,PA,661,False
Muddy,MT,661,False
Prospect,OR,661,False
Parker,ID,661,False
Glen Park,NY,661,False
Point Arena,CA,661,False
Tekoa,WA,661,False
Walnut Grove CDP (Sumner County),TN,660,False
Parkdale,MI,660,False
Ettrick,WI,660,False
Parker,PA,660,False
Rising Star,TX,660,False
Maryland Park,MD,660,False
Maybee,MI,660,False
Frisco,NC,659,False
Washington,OK,659,False
Adena,OH,659,False
Stony Ridge,OH,659,False
Hardin,MO,659,False
Wessington Springs,SD,659,False
Alto,CA,659,False
Clarkston,UT,659,False
Prattsburgh,NY,659,False
Olustee,OK,659,False
Everson,PA,659,False
Newton Grove,NC,659,False
Whitesburg,GA,659,False
Riverside,TX,659,False
Evansville,MN,659,False
Johnson Siding,SD,658,False
Emily,MN,658,False
Lake Benton,MN,658,False
Beach City,OH,658,False
Arlington,OR,658,False
Fielding,UT,658,False
Manville,SC,658,False
Old Fort,NC,658,False
Riegelwood,NC,658,False
Norwalk,WI,658,False
North Powder,OR,658,False
Mangham,LA,657,False
Toomsboro,GA,657,False
West Milton,PA,657,False
Escalante,UT,657,False
Altona,NY,657,False
Hartford,IA,657,False
Hopkinton,IA,657,False
Mendon,OH,656,False
La Hacienda,NM,656,False
Grazierville,PA,656,False
Onley,VA,656,False
Norborne,MO,656,False
Hay Springs,NE,656,False
Margaretville,NY,656,False
Miranda,CA,656,False
Haileyville,OK,656,False
Sedillo,NM,656,False
Thayne,WY,656,False
Homeworth,OH,656,False
Pittsford,MI,656,False
Big Stone Gap East,VA,656,False
Wartrace,TN,656,False
Udall,KS,656,False
Oakville,WA,656,False
Mackinaw City,MI,655,False
Lakota,ND,655,False
Candlewood Orchards,CT,655,False
Juarez,TX,655,False
Oriskany Falls,NY,655,False
Timberlake,OH,655,False
Central City,CO,655,False
Saxton,PA,655,False
Shoals,IN,655,False
Zearing,IA,655,False
Council,ID,655,False
Laguna,NM,655,False
Belfast,NY,654,False
Loudon,NH,654,False
Courtland,CA,654,False
Idamay,WV,654,False
Pattison,TX,654,False
Stebbins,AK,654,False
Edgewood,IA,654,False
Marion Heights,PA,654,False
Pocono Pines,PA,654,False
Hummels Wharf,PA,654,False
Noorvik,AK,654,False
Marion,MI,653,False
Crescent,GA,653,False
Eighty Four,PA,653,False
Hilltop,OH,653,False
Sequoyah,OK,653,False
Elysian,MN,653,False
Bairdford,PA,653,False
Hillsboro,IN,653,False
Alta,CA,652,False
Hoffman,IL,652,False
Bowman,SC,652,False
Weedville,PA,652,False
Norfolk,CT,652,False
Lahoma,OK,652,False
Holton,IN,652,False
Delaware Water Gap,PA,652,False
Asharoken,NY,652,False
Taconic Shores,NY,652,False
Misenheimer,NC,652,False
Fillmore,NY,652,False
Arden,DE,652,False
Hartville,MO,652,False
Cordova,IL,651,False
Startup,WA,651,False
Paradis,LA,651,False
Crescent,IA,651,False
Pleasant View,IN,651,False
Town of Pines,IN,651,False
Thaxton,MS,651,False
Aaronsburg CDP (Centre County),PA,651,False
Vienna Center,OH,651,False
La Mesa,NM,650,False
Chippewa Park,OH,650,False
Jamestown,PA,650,False
Beaverdale,PA,650,False
Cascade,WI,650,False
The University of Virginia's College at Wise,VA,650,False
Wall,SD,650,False
Underhill Flats,VT,650,False
Key Colony Beach,FL,650,False
Piltzville,MT,650,False
Prospect,NC,650,False
Saluda,VA,650,False
Emlenton,PA,650,False
Ravenna,KY,650,False
Davenport,CA,650,False
Noble,IL,649,False
Sweetwater,NJ,649,False
Morley,MI,649,False
Star Lake,NY,649,False
Point Hope,AK,649,False
Rauchtown,PA,649,False
Rockaway Beach,MO,649,False
Chalfant,PA,649,False
Silverton,TX,649,False
Milan,GA,649,False
Launiupoko,HI,649,False
Elgin,ND,649,False
Road Runner,TX,648,False
Gumbranch,GA,648,False
Denmark,IA,648,False
Grenloch,NJ,648,False
Allison Gap,VA,647,False
Connoquenessing,PA,647,False
Thayer,IN,647,False
Choctaw,LA,647,False
Sunfield,MI,647,False
Hindman,KY,647,False
Collbran,CO,647,False
Parishville,NY,647,False
The Lakes,MN,647,False
Eagle Bend,MN,647,False
Motley,MN,647,False
Hydetown,PA,647,False
Delta,PA,647,False
Eads,CO,646,False
Vermont,IL,646,False
Fairfax,MO,646,False
Sherman,MS,646,False
Middle Point,OH,646,False
Kirby,AR,645,False
Asherton,TX,645,False
DeKalb Junction,NY,645,False
Onyx,CA,645,False
Cairo,OH,645,False
Midway,NM,645,False
Dobbins Heights,NC,645,False
Scotch Meadows,NC,645,False
Cross Keys,PA,645,False
Deal,NJ,645,False
Mermentau,LA,644,False
Low Mountain,AZ,644,False
Raysal,WV,644,False
Trail,OR,644,False
Mecca,IN,644,False
Buckland,AK,644,False
Skokomish,WA,644,False
Newborn,GA,643,False
Gordonville,PA,643,False
Deemston,PA,643,False
Beulah Valley,CO,643,False
Joliet,MT,643,False
Middleburg,VA,643,False
Secretary,MD,642,False
Armour,SD,642,False
Jeromesville,OH,642,False
Hopeland,PA,642,False
Hamersville,OH,642,False
Walnut Creek,AZ,642,False
Dale,WI,642,False
Hatton,ND,642,False
Peeples Valley,AZ,642,False
Saddle Rock Estates,NY,642,False
Rosman,NC,642,False
Suttons Bay,MI,642,False
Manderson-White Horse Creek,SD,641,False
Charleston,TN,641,False
Chattaroy,WV,641,False
Freedom Plains,NY,641,False
Westmoreland,KS,641,False
Lamar,PA,641,False
Lincolnville,SC,641,False
Junction City,AR,641,False
Dahlgren,IL,641,False
Hewlett Neck,NY,641,False
Lynnview,KY,641,False
Loretto,KY,640,False
Monroe,IN,640,False
West City,IL,640,False
Wibaux,MT,640,False
Quogue,NY,640,False
Shoshoni,WY,640,False
Pine Ridge,SC,640,False
Harrah,WA,640,False
Knightsville,IN,640,False
Graceville,MN,640,False
Lake Timberline,MO,639,False
Morris,IN,639,False
Gwynn,VA,639,False
Dillonvale,OH,639,False
Viburnum,MO,639,False
Friendship,WI,639,False
Fairland,IN,639,False
Ventura,IA,638,False
Britton,MI,638,False
Murdo,SD,638,False
Tangipahoa,LA,638,False
Heuvelton,NY,638,False
Pretty Prairie,KS,638,False
McDonald,TN,638,False
Superior,WI,638,False
Gardiner,NY,637,False
Redbird Smith,OK,637,False
St. Libory,IL,637,False
Schram City,IL,637,False
Zephyr Cove,NV,637,False
Glenwood,NE,637,False
Blandinsville,IL,636,False
Ulysses,PA,636,False
St. Florian,AL,636,False
Trenton,TX,636,False
Orderville,UT,636,False
Fremont,WI,636,False
Hickory,PA,636,False
Kellogg,IA,635,False
Bay View,WA,635,False
Woodlawn,IL,635,False
Wanamie,PA,635,False
Randall,MN,635,False
Pine Ridge,AL,635,False
Sabinal,TX,635,False
Jefferson,WV,635,False
Paris,PA,635,False
Ferrelview,MO,635,False
Nucla,CO,634,False
Fordland,MO,634,False
Robin Glen-Indiantown,MI,634,False
Gargatha,VA,634,False
Jewett,TX,634,False
Antonito,CO,634,False
Sulphur Rock,AR,634,False
Kevil,KY,634,False
Newcastle,TX,634,False
Meadow View Addition,SD,634,False
Pittsburg,IL,634,False
Bergman,AR,634,False
Saxtons River,VT,633,False
Takilma,OR,633,False
Duncan,NE,633,False
Lake Seneca,OH,633,False
Unity,SC,633,False
Cove City,NC,633,False
Notus,ID,633,False
Pennsbury Village,PA,633,False
Alex,OK,633,False
Grayson,LA,633,False
Bevier,MO,633,False
Cadwell,GA,633,False
Peninsula,OH,633,False
Burlington,IN,633,False
Alden,MN,633,False
Milton,KY,633,False
Stantonsburg,NC,632,False
Sprague,WA,632,False
Hatley,MS,632,False
Sharon Springs,NY,632,False
Winchester,WI,632,False
Addison,MI,632,False
Cosby,TN,632,False
Fairmount,IL,632,False
Stetsonville,WI,632,False
Holly Grove,AR,632,False
Dauberville,PA,631,False
Cañada de los Alamos,NM,631,False
Tioga,PA,631,False
Schaghticoke,NY,631,False
Watson,IL,631,False
Attica,KS,631,False
Jefferson,SD,631,False
Batavia,IA,631,False
Verona,OH,631,False
Fox Chase,KY,631,False
New Jerusalem,PA,630,False
Woodland,NC,630,False
Arizona Village,AZ,630,False
Mosier,OR,630,False
Lott,TX,630,False
Hill City,SD,630,False
Tovey,IL,630,False
Catawba,NC,630,False
Deerwood,MN,630,False
Whitfield CDP (Santa Rosa County),FL,629,False
Yankeetown,FL,629,False
Gun Club Estates,FL,629,False
Naselle,WA,629,False
South Hills,MT,629,False
Port Trevorton,PA,629,False
Elliott,MS,629,False
Hardin,KY,629,False
Pryor,MT,629,False
Greensburg,KS,629,False
Happy Valley,NM,629,False
Hayesville,NC,629,False
Fields Landing,CA,629,False
Elsah,IL,629,False
Manokotak,AK,629,False
Little Hocking,OH,629,False
Brooklyn,IL,629,False
Earlville,NY,629,False
Rawson,OH,628,False
Tivoli,TX,628,False
Wiscon,FL,628,False
Myrtle Springs,TX,628,False
Detroit,TX,628,False
Napi Headquarters,NM,628,False
Pennington,AL,628,False
Woodruff,WI,628,False
Franklin,IL,628,False
Waynesfield,OH,628,False
Neapolis,OH,627,False
Galena,AK,627,False
Mount Victory,OH,627,False
Timber Lake,SD,627,False
South Mills,NC,627,False
Beech Bottom,WV,627,False
Avon,IL,627,False
Cuyahoga Heights,OH,627,False
Camden,IN,627,False
Shippenville,PA,627,False
Dry Tavern,PA,627,False
Hailesboro,NY,627,False
Camptown,VA,627,False
Bloomdale,OH,626,False
Hessmer,LA,626,False
Sunset CDP (Montague County),TX,626,False
Ider,AL,626,False
Ridgeway,WI,626,False
St. Francis,SD,626,False
Carnuel,NM,626,False
Chief Lake,WI,626,False
Reedsville,PA,626,False
Lowry City,MO,626,False
Brevig Mission,AK,625,False
Taconite,MN,625,False
Angelica,NY,625,False
Sandyfield,NC,625,False
Happy,TX,625,False
Jamesport,MO,625,False
Altheimer,AR,625,False
Metamora,OH,625,False
Thompsontown,PA,625,False
Hartland,VT,625,False
Ideal,GA,625,False
Bingham,ME,625,False
Thomas,WV,624,False
Gratz,PA,624,False
South Wilmington,IL,624,False
O'Donnell,TX,624,False
Fonda,IA,624,False
Center City,MN,624,False
San Ardo,CA,624,False
Vernon,MI,624,False
Pleasant Valley,AK,623,False
Ellsworth,PA,623,False
Allenwood,NJ,623,False
Rough and Ready,CA,623,False
La Prairie,MN,623,False
Millington,MD,623,False
Ohio,IL,623,False
St. James,LA,622,False
Thorntonville,TX,622,False
Wabasso,MN,622,False
Parkway Village,KY,622,False
Shenandoah Retreat,VA,622,False
Middleville,NY,622,False
Alhambra,IL,622,False
Austin,PA,622,False
Allenspark,CO,622,False
Portal,GA,622,False
Netarts,OR,622,False
Barnes Lake,MI,622,False
Kuttawa,KY,622,False
Halstad,MN,622,False
Port Washington,OH,621,False
Culbertson,NE,621,False
Wainwright,AK,621,False
Perdido,AL,621,False
Fairmont,NE,621,False
Sabattus,ME,621,False
Fountain Lake,AR,621,False
Centerville,LA,621,False
Woodland Hills,KY,621,False
Sandy Level,VA,621,False
La Paloma-Lost Creek,TX,621,False
New Lothrop,MI,621,False
Bell Buckle,TN,621,False
Whigham,GA,621,False
Ruth,NC,621,False
Sycamore Hills,MO,621,False
Fincastle,VA,621,False
Cedarville,IL,621,False
Rio Lucio,NM,621,False
Kanosh,UT,621,False
Oak Grove,TX,620,False
Paa-Ko,NM,620,False
Garysburg,NC,620,False
Roosevelt Estates,AZ,620,False
Stoutsville,OH,620,False
