name,state,population,is_county
Golden Beach,MD,3933,False
Metzger,OR,3932,False
Indian Head,MD,3931,False
Madeira Beach,FL,3931,False
St. Joseph,IL,3931,False
Citronelle,AL,3930,False
Windber,PA,3930,False
Madill,OK,3929,False
Montpelier,OH,3928,False
Heritage Hills,NY,3927,False
Berne,IN,3926,False
Shenandoah Farms,VA,3926,False
Ball,LA,3926,False
Kittanning,PA,3926,False
Morrison,IL,3925,False
Pleasant Hills,MD,3925,False
Rumford,ME,3922,False
Weston,WV,3922,False
Livingston,TN,3921,False
Rosewood Heights,IL,3920,False
Lancaster,WI,3917,False
Lyncourt,NY,3917,False
Sullivan City,TX,3917,False
Centerville,MN,3916,False
Raymond,WI,3916,False
Pennsburg,PA,3915,False
Cedarville,OH,3915,False
Meiners Oaks,CA,3914,False
Camden,DE,3914,False
Fairbury,NE,3913,False
Gentry,AR,3912,False
Forestdale,MA,3912,False
Oakhurst,NJ,3912,False
Smithton,IL,3909,False
Whitmore Village,HI,3909,False
Williamstown,KY,3909,False
Weston Lakes,TX,3907,False
Manhasset Hills,NY,3904,False
Elim,PA,3903,False
Bayport,MN,3902,False
Cisco,TX,3901,False
Baxter Springs,KS,3901,False
Penrose,CO,3900,False
Heron Bay,GA,3899,False
Cresco,IA,3899,False
Delmar,MD,3897,False
Colonial Beach,VA,3895,False
Palmer Heights,PA,3894,False
Schnecksville,PA,3893,False
Caseyville,IL,3893,False
Highland Acres,DE,3892,False
Mabank,TX,3892,False
Saugerties,NY,3892,False
Northumberland,PA,3892,False
Baden,PA,3891,False
Barrington Hills,IL,3890,False
Lewisburg,WV,3890,False
Parkesburg,PA,3889,False
Carrollton,KY,3889,False
Chinle,AZ,3888,False
Surf City,NC,3888,False
Waikapu,HI,3887,False
Warminster Heights,PA,3884,False
Falmouth,MA,3883,False
Hamilton,NY,3882,False
Pine Level,AL,3881,False
White Bluff,TN,3879,False
Hawaiian Beaches,HI,3879,False
Irwin,PA,3878,False
Kiel,WI,3878,False
Bellaire,OH,3878,False
Florence,CO,3874,False
Sewickley,PA,3873,False
Dawsonville,GA,3871,False
Emerald Isle,NC,3870,False
Woodbridge,CA,3870,False
Tangerine,FL,3870,False
Zelienople,PA,3870,False
Hephzibah,GA,3869,False
Clifton,AZ,3869,False
Prestonsburg,KY,3868,False
Mojave,CA,3865,False
Rosemont,IL,3864,False
Manning,SC,3862,False
Woodlawn,OH,3862,False
Rosemont,PA,3861,False
Frackville,PA,3861,False
Pulaski,WI,3861,False
French Camp,CA,3860,False
Thompsonville,PA,3859,False
South Blooming Grove,NY,3858,False
Southern Shops,SC,3856,False
Forsyth,IL,3856,False
Skippack,PA,3854,False
Nichols Hills,OK,3854,False
Ravenswood,WV,3853,False
Norwood Young America,MN,3852,False
Deephaven,MN,3852,False
Loch Lomond,VA,3851,False
Nash,TX,3851,False
Rocky Ford,CO,3850,False
Lordship,CT,3850,False
Avenue B and C,AZ,3850,False
Clyde,TX,3850,False
Shrewsbury,PA,3849,False
Richwood,LA,3847,False
Knox,IN,3847,False
Conway,NH,3847,False
Auburn Lake Trails,CA,3846,False
Emigsville,PA,3846,False
Grayson,KY,3841,False
Wilbraham,MA,3839,False
Turners Falls,MA,3838,False
Mogadore,OH,3838,False
Roebuck,SC,3837,False
Kirtland AFB,NM,3837,False
North Hudson,WI,3837,False
Pomona,NY,3837,False
Wonder Lake,IL,3833,False
Ainaloa,HI,3832,False
North Cape May,NJ,3832,False
Tiptonville,TN,3832,False
Pine Island,MN,3831,False
Catskill,NY,3830,False
Boardman,OR,3830,False
Kelseyville,CA,3828,False
Putnam Lake,NY,3826,False
Amberley,OH,3824,False
Boyne City,MI,3821,False
West Liberty,IA,3821,False
Bunker Hill Village,TX,3820,False
Copperopolis,CA,3819,False
Booneville,AR,3819,False
Juno Beach,FL,3818,False
Waukon,IA,3818,False
Loyola,CA,3818,False
Lawrence Park,PA,3818,False
Laureles,TX,3818,False
Marshall,WI,3818,False
Baldwin,GA,3817,False
Leisure Village West,NJ,3817,False
Portland,MI,3816,False
Basalt,CO,3815,False
Lansing,NY,3814,False
Pittsboro,IN,3814,False
Dwight,IL,3814,False
Goodland,KS,3813,False
McGehee,AR,3812,False
Anthony,TX,3811,False
Pixley,CA,3811,False
Fort Gibson,OK,3810,False
Tri-City,OR,3810,False
Williamston,MI,3810,False
Highland-on-the-Lake,NY,3809,False
Aledo,IL,3808,False
Freeland,PA,3807,False
Hardin,MT,3803,False
Unicoi,TN,3802,False
Bishop,CA,3802,False
San Diego,TX,3801,False
Merchantville,NJ,3800,False
Cockrell Hill,TX,3799,False
Oneida,TN,3799,False
Red Bud,IL,3798,False
Montgomery,NY,3797,False
Eldorado,IL,3797,False
Hahnville,LA,3795,False
Florida Gulf Coast University,FL,3793,False
Horicon,WI,3793,False
Malden,MO,3790,False
Denver,PA,3789,False
White House Station,NJ,3788,False
Rexland Acres,CA,3788,False
South Greeley,WY,3787,False
East Sandwich,MA,3787,False
Wills Point,TX,3786,False
Golf Manor,OH,3786,False
Wyboo,SC,3786,False
Boonsboro,MD,3785,False
Santa Venetia,CA,3785,False
Brentwood,MD,3782,False
Balmville,NY,3781,False
Hudson,NC,3780,False
Carter Lake,IA,3780,False
Montrose,MN,3779,False
Zumbrota,MN,3777,False
Rochester,WI,3776,False
Oasis,CA,3775,False
Stanley,WI,3772,False
Harrington,DE,3770,False
Westhampton,NY,3769,False
West Nyack,NY,3768,False
Watertown,CT,3765,False
Pea Ridge,FL,3765,False
Plainwell,MI,3763,False
Clearview,WA,3763,False
Benton Heights,MI,3763,False
Lindsborg,KS,3762,False
Three Rivers,OR,3762,False
Houston,MS,3762,False
Sloan,NY,3762,False
Swansboro,NC,3759,False
Lawrenceville,NJ,3759,False
Wildwood Lake,TN,3758,False
Loxley,AL,3757,False
Vicksburg,MI,3757,False
Marlboro Meadows,MD,3757,False
McLendon-Chisholm,TX,3755,False
Rochester,IL,3752,False
Mount Repose,OH,3752,False
Butte,AK,3752,False
Sidney,NY,3750,False
Collinsville,CT,3750,False
Georgetown,IN,3749,False
Alexandria,AL,3748,False
Village Green,NY,3747,False
Tarpey Village,CA,3746,False
Jamestown,CA,3742,False
Washington,GA,3742,False
Owego,NY,3740,False
Byron,IL,3739,False
Setauket,NY,3739,False
Yellow Springs,OH,3739,False
South Glens Falls,NY,3739,False
Oglesby,IL,3739,False
Umatilla,FL,3738,False
Ridgeland,SC,3737,False
North Richmond,CA,3734,False
Whitney,SC,3734,False
Hohenwald,TN,3734,False
Brookmont,MD,3732,False
Stilwell,OK,3732,False
McCall,ID,3731,False
Fairbury,IL,3731,False
Orange,MA,3731,False
St. Anthony,ID,3730,False
Montrose,NY,3728,False
Romeo,MI,3727,False
Maiden,NC,3727,False
Oliver Springs,TN,3727,False
Chandler,IN,3726,False
Empire,CA,3726,False
San Joaquin,CA,3725,False
Farmington,NH,3722,False
Highland Falls,NY,3720,False
Richfield,OH,3719,False
Walthourville,GA,3719,False
Independence,MN,3718,False
Rosita,TX,3717,False
Edgecliff Village,TX,3715,False
Desert Edge,CA,3715,False
Angels,CA,3714,False
Cotulla,TX,3714,False
Barnesville,OH,3713,False
Milton,VT,3712,False
East Dennis,MA,3711,False
Nome,AK,3710,False
Glen Raven,NC,3710,False
Gamewell,NC,3710,False
Tabor City,NC,3709,False
Farmersville,TX,3708,False
Echols County consolidated government,GA,3707,False
Albia,IA,3705,False
Russell,KY,3704,False
Greenhills,OH,3703,False
Shingle Springs,CA,3703,False
Hesston,KS,3703,False
Wheatland,CA,3702,False
Felton,CA,3701,False
Lake Sarasota,FL,3701,False
Berwyn,PA,3700,False
Northwoods,MO,3700,False
Imlay City,MI,3698,False
Hidden Meadows,CA,3698,False
Frazer,PA,3695,False
Deer Park,IL,3694,False
Glenwood Landing,NY,3694,False
Barron,WI,3693,False
Lowell,NC,3692,False
Morton,MS,3690,False
Kitty Hawk,NC,3690,False
Indian Rocks Beach,FL,3689,False
Troutman,NC,3689,False
Bethlehem,NC,3688,False
Columbus,TX,3686,False
South Eliot,ME,3686,False
High Point,FL,3685,False
La Center,WA,3685,False
Mora,MN,3685,False
Wynantskill,NY,3683,False
Reamstown,PA,3683,False
Harlem,GA,3682,False
Vandenberg AFB,CA,3681,False
North Great River,NY,3680,False
Woodstown,NJ,3680,False
Bloomer,WI,3679,False
Brices Creek,NC,3678,False
Jamestown,NC,3677,False
Sixteen Mile Stand,OH,3677,False
Taylor Lake Village,TX,3677,False
Southgate,KY,3677,False
Middlebury,IN,3677,False
Mount Pleasant,UT,3676,False
Riverview Park,PA,3675,False
Stepney,CT,3674,False
Wilkesboro,NC,3674,False
Whitesboro,NY,3673,False
Port Vue,PA,3673,False
Gooding,ID,3673,False
Hudson Bend,TX,3672,False
Carefree,AZ,3671,False
Emmetsburg,IA,3671,False
Rutherfordton,NC,3671,False
Spencerport,NY,3670,False
Camden,TN,3670,False
Arcadia,WI,3669,False
Norton,VA,3668,False
Scissors,TX,3667,False
Holt,AL,3665,False
Hanover,IN,3665,False
Landis,NC,3663,False
Harrisburg,OR,3663,False
South Toms River,NJ,3662,False
Honea Path,SC,3662,False
Groesbeck,TX,3661,False
Long Prairie,MN,3661,False
North Brooksville,FL,3661,False
Austin,AR,3659,False
Manila,AR,3659,False
Eastover,NC,3659,False
Buckner,KY,3658,False
Richwood,NJ,3656,False
Thomasville,AL,3656,False
Santa Rita Ranch,TX,3655,False
Stanford,KY,3654,False
Lake Holm,WA,3653,False
Minoa,NY,3652,False
Wallace,FL,3652,False
Vineyards,FL,3649,False
Leo-Cedarville,IN,3649,False
Brown Station,MD,3648,False
Hemlock Farms,PA,3647,False
Gouverneur,NY,3646,False
Mountain Green,UT,3646,False
East Basin,UT,3646,False
Cedar Springs,MI,3646,False
Chipley,FL,3644,False
Plain City,OH,3644,False
Camden,ME,3644,False
Fox Island,WA,3644,False
Paw Paw Lake,MI,3643,False
West Columbia,TX,3641,False
St. Davids,PA,3640,False
Heyburn,ID,3640,False
York Harbor,ME,3640,False
North Wildwood,NJ,3639,False
Bunk Foss,WA,3639,False
Frontenac,MO,3639,False
Omro,WI,3639,False
Lake California,CA,3639,False
Lincoln,ID,3638,False
Bonanza,GA,3638,False
Paulding,OH,3638,False
Navy,VA,3638,False
Compo,CT,3638,False
Franklinton,LA,3638,False
Gatlinburg,TN,3636,False
Delta,UT,3636,False
North Lakeville,MA,3635,False
Ballville,OH,3635,False
Marlboro,NY,3635,False
Elkins,AR,3635,False
Wilder,VT,3634,False
Granger,WA,3632,False
Forestville,CA,3632,False
Hannahs Mill,GA,3632,False
Valley Springs,CA,3630,False
Dana,NC,3629,False
Mountain View,HI,3627,False
Eastland,TX,3627,False
Central Gardens,TX,3627,False
North Baltimore,OH,3624,False
Calcium,NY,3622,False
Two Harbors,MN,3620,False
Landmark,AR,3620,False
Combined Locks,WI,3620,False
Stowe,PA,3620,False
Mono Vista,CA,3620,False
Kensington Park,FL,3620,False
Mill Bay,AK,3617,False
Andrews,SC,3617,False
Gibson City,IL,3615,False
Etowah,TN,3614,False
Palmyra,MO,3613,False
Old Stine,CA,3612,False
Manchester,GA,3612,False
Locust Valley,NY,3611,False
Lake View,AL,3611,False
Piggott,AR,3610,False
Centre,AL,3609,False
Flagler Estates,FL,3608,False
Grand Bay,AL,3607,False
Melrose,MN,3606,False
Kane,PA,3605,False
Johnson,AR,3605,False
Sweeny,TX,3602,False
Hazlehurst,MS,3601,False
Esparto,CA,3600,False
Skippers Corner,NC,3599,False
Lyons,KS,3596,False
Austin,IN,3596,False
Lyons,NY,3594,False
Hauula,HI,3593,False
Jasper,TN,3592,False
Point Baker,FL,3591,False
Holden Lakes,FL,3591,False
Osage,IA,3590,False
Watergate,FL,3589,False
Meadow Vista,CA,3589,False
Eagle Grove,IA,3589,False
Buies Creek,NC,3589,False
North Shore,VA,3588,False
Ballinger,TX,3587,False
Beaver,UT,3587,False
Hawaiian Ocean View,HI,3587,False
Park Hill,OK,3587,False
Hidden Springs,ID,3584,False
East Camden,SC,3584,False
O'Neill,NE,3584,False
Boiling Springs,PA,3584,False
Cornville,AZ,3582,False
Weaverville,CA,3582,False
Brownstown,PA,3582,False
Tuckerton,NJ,3582,False
Shady Spring,WV,3581,False
Ponderosa Park,CO,3577,False
Stonybrook,PA,3577,False
Wheatland,WY,3575,False
Marianna,AR,3575,False
Delshire,OH,3575,False
Crockett,CA,3574,False
West DeLand,FL,3574,False
Bullard,TX,3573,False
Greensboro,GA,3573,False
Hebron,IN,3573,False
Lloyd Harbor,NY,3572,False
Three Lakes,WA,3571,False
Emerald Mountain,AL,3569,False
Rockfish,NC,3569,False
Islandia,NY,3568,False
Mission Hills,KS,3567,False
Lowesville,NC,3567,False
Tolono,IL,3567,False
Gravette,AR,3565,False
Mingo Junction,OH,3565,False
Blennerhassett,WV,3564,False
High Bridge,NJ,3564,False
Fort Branch,IN,3561,False
Priceville,AL,3561,False
Elm Creek,TX,3559,False
Laguna Vista,TX,3555,False
Indianola,WA,3553,False
Sunnyslope,WA,3553,False
Kaunakakai,HI,3553,False
Howe,TX,3553,False
Lake Clarke Shores,FL,3553,False
Cambrian Park,CA,3551,False
Oakwood village (Cuyahoga County),OH,3551,False
Seacliff,CA,3550,False
Toledo,OR,3549,False
Northern Cambria,PA,3548,False
Mahanoy City,PA,3548,False
Canyon Creek,WA,3548,False
Lely,FL,3548,False
Pocono Woodland Lakes,PA,3548,False
Manor,PA,3547,False
Hainesville,IL,3547,False
Ozark,AR,3546,False
Northfield,OH,3546,False
Shavano Park,TX,3544,False
Nowata,OK,3543,False
Pleasant Gap,PA,3542,False
Lake Providence,LA,3542,False
Greentown,OH,3541,False
Clifton Forge,VA,3541,False
Bluffton,OH,3540,False
Eastlawn Gardens,PA,3536,False
Six Mile Run,NJ,3535,False
San Manuel,AZ,3535,False
Beaver Dam,KY,3535,False
Lowville,NY,3534,False
Seymour,WI,3534,False
Port St. Joe,FL,3533,False
Stanhope,NJ,3533,False
Perry,NY,3533,False
El Dorado Springs,MO,3531,False
Silt,CO,3529,False
Fort Defiance,AZ,3528,False
Riverton,IL,3525,False
Perham,MN,3524,False
Blackshear,GA,3521,False
St. Augusta,MN,3520,False
Fulton,IL,3519,False
Carey,OH,3518,False
Dahlgren,VA,3517,False
Gunnison,UT,3516,False
Centerville,TN,3515,False
Gibson,AR,3515,False
Dry Ridge,OH,3514,False
Lake Isabella,CA,3514,False
Shadyside,OH,3514,False
Gloucester Courthouse,VA,3513,False
Fairview,NC,3512,False
Cleveland,GA,3512,False
Union City,IN,3511,False
Waterloo,WI,3511,False
Pen Argyl,PA,3511,False
Four Bridges,OH,3511,False
Tiger Point,FL,3511,False
Broken Bow,NE,3510,False
West Point,GA,3508,False
Pine Hills,CA,3508,False
Avondale Estates,GA,3507,False
River Road,NC,3507,False
Milbank,SD,3506,False
Sauk City,WI,3506,False
Mattawa,WA,3506,False
Lake Lakengren,OH,3504,False
Bardonia,NY,3503,False
Moscow Mills,MO,3502,False
Cloverdale,VA,3501,False
Pelham,GA,3501,False
Haviland,NY,3500,False
Midway,FL,3500,False
Eveleth,MN,3500,False
Muttontown,NY,3499,False
Pendleton,SC,3498,False
Benton City,WA,3498,False
Elgin,OK,3498,False
Lockland,OH,3497,False
Josephine,TX,3497,False
Niantic,CT,3497,False
Evergreen,AL,3497,False
Elroy,NC,3495,False
Durand,MI,3495,False
Planada,CA,3494,False
St. James City,FL,3494,False
Windsor,NC,3494,False
Mariemont,OH,3493,False
Idyllwild-Pine Cove,CA,3491,False
Capitol View,SC,3491,False
Ketchum,ID,3490,False
Hatfield,PA,3490,False
Huntington,TX,3489,False
Black River Falls,WI,3488,False
Barrett,TX,3488,False
Myrtle Creek,OR,3488,False
Oakland,FL,3488,False
Clifton,TX,3487,False
Oxford,MI,3487,False
Spring City,PA,3486,False
Frederick,OK,3486,False
Hawaiian Acres,HI,3484,False
Netcong,NJ,3484,False
Flat Rock,NC,3483,False
Rollingwood,CA,3483,False
Shenandoah,TX,3481,False
West Point,NE,3481,False
Pleasant Valley,WV,3480,False
Westway,TX,3480,False
Mifflinburg,PA,3479,False
Holden Heights,FL,3479,False
Plainview,MN,3477,False
Goulding,FL,3476,False
Lake Delton,WI,3475,False
Welch,WV,3475,False
Manti,UT,3474,False
New Hampton,IA,3473,False
Park City,TN,3471,False
Wrightsville,GA,3471,False
Gibbstown,NJ,3471,False
Blanchard,LA,3471,False
Lisbon,ME,3470,False
Westville,IL,3470,False
Durham,CT,3469,False
Campo,CA,3468,False
Beechwood,MS,3468,False
Hillsboro,MO,3467,False
Kenedy,TX,3467,False
Hot Springs,SD,3465,False
Leesburg,GA,3465,False
Sheridan,IN,3464,False
Horace,ND,3464,False
Elba,AL,3463,False
Gothenburg,NE,3463,False
Merton,WI,3463,False
Alturas,FL,3460,False
Rochester,PA,3460,False
Tyro,NC,3460,False
Wellsboro,PA,3459,False
Nokomis,FL,3458,False
Mission Hills,CA,3458,False
Cascade Valley,WA,3457,False
Mountain View Acres,CA,3457,False
Crane,TX,3456,False
Hanover,MN,3454,False
Carrollton,MO,3454,False
South Berwick,ME,3453,False
Benson,MN,3453,False
Sleepy Eye,MN,3452,False
Reno city (Lamar County),TX,3449,False
Wadsworth,IL,3448,False
Goldendale,WA,3448,False
Melody Hill,IN,3448,False
Enochville,NC,3446,False
Welcome,NC,3444,False
West Orange,TX,3444,False
New Baden,IL,3444,False
Monte Sereno,CA,3444,False
Alexander,AR,3444,False
Yuma,CO,3443,False
Wallace,NC,3443,False
Eagle Lake,TX,3443,False
Grand Mound,WA,3442,False
Port Ewen,NY,3441,False
Avalon,CA,3441,False
Newcomerstown,OH,3441,False
Moreland Hills,OH,3440,False
Princess Anne,MD,3440,False
Heflin,AL,3440,False
Melwood,MD,3438,False
Maple Heights-Lake Desire,WA,3436,False
Loyalhanna,PA,3436,False
Elma Center,NY,3434,False
Auburn,NE,3434,False
South Alamo,TX,3433,False
Alma,GA,3433,False
Provincetown,MA,3433,False
Germantown Hills,IL,3433,False
Orange,OH,3432,False
Winnsboro,TX,3431,False
Dunean,SC,3427,False
Hubbard,OR,3427,False
Elma,WA,3426,False
Lake of the Woods,AZ,3426,False
Redwood,TX,3423,False
Wyncote,PA,3420,False
St. Johns,AZ,3419,False
Marin City,CA,3419,False
Upper Greenwood Lake,NJ,3418,False
Ringgold,GA,3418,False
Madison,OH,3417,False
Dalzell,SC,3417,False
Del Monte Forest,CA,3416,False
Central Park,WA,3416,False
North Wales,PA,3415,False
Summersville,WV,3415,False
Jewett City,CT,3415,False
Gray,GA,3415,False
Marysville,KS,3414,False
Peshtigo,WI,3414,False
Etna,PA,3413,False
Mount Angel,OR,3413,False
Tomahawk,WI,3413,False
Teague,TX,3409,False
Meadowbrook,CA,3409,False
South Duxbury,MA,3409,False
Roland,OK,3409,False
Pottsgrove,PA,3409,False
Brookhaven,NY,3408,False
Sherwood,OH,3408,False
Tashua,CT,3404,False
Clearwater,SC,3403,False
West Menlo Park,CA,3401,False
Montura,FL,3400,False
Abingdon,IL,3399,False
Ticonderoga,NY,3399,False
Carthage,NY,3399,False
Crystal River,FL,3398,False
Yountville,CA,3397,False
Dublin,TX,3397,False
West Point,VA,3396,False
Palo Cedro,CA,3396,False
Cleves,OH,3395,False
State Line,PA,3395,False
Moulton,AL,3392,False
Coleytown,CT,3390,False
North River Shores,FL,3390,False
Breckenridge,MN,3390,False
Coplay,PA,3390,False
Malvern,PA,3389,False
Avon,NY,3388,False
Morongo Valley,CA,3387,False
Fordyce,AR,3386,False
Kilauea,HI,3386,False
Holton,KS,3386,False
Hobart,OK,3386,False
Rio Dell,CA,3386,False
Vado,NM,3386,False
Pine Grove,CA,3386,False
Old Mystic,CT,3385,False
Somerville,TN,3385,False
Frontenac,KS,3384,False
Loxahatchee Groves,FL,3384,False
Water Valley,MS,3383,False
Burbank,WA,3383,False
Vandalia,MO,3382,False
Ebensburg,PA,3382,False
Newcastle,WY,3380,False
Forks,WA,3380,False
Belville,NC,3380,False
Dewey,OK,3379,False
Peralta,NM,3379,False
Millvale,PA,3377,False
Johnston City,IL,3377,False
Rural Hall,NC,3376,False
Waldron,AR,3375,False
Llano,TX,3374,False
Pickens,SC,3374,False
Dannemora,NY,3373,False
Springdale,PA,3373,False
Essexville,MI,3372,False
Farmerville,LA,3371,False
Altavista,VA,3370,False
Hurley,NY,3370,False
Grangeville,ID,3369,False
Slippery Rock,PA,3367,False
Clare,MI,3367,False
North Plains,OR,3365,False
Level Park-Oak Park,MI,3364,False
Claryville,KY,3364,False
Ponce Inlet,FL,3364,False
Rio Grande,NJ,3364,False
Saddle River,NJ,3363,False
New Haven,MO,3363,False
Blackstone,VA,3362,False
Bunkie,LA,3362,False
Hahira,GA,3361,False
West Lake Hills,TX,3360,False
Freedom,CA,3360,False
Key Center,WA,3359,False
Lake Royale,NC,3358,False
Madera Ranchos,CA,3357,False
Parker,AZ,3357,False
Red Oak,NC,3357,False
Mount Oliver,PA,3357,False
Robins,IA,3356,False
Bunnell,FL,3355,False
Ahtanum,WA,3353,False
Story City,IA,3352,False
Annandale,MN,3351,False
Ingram,PA,3351,False
Dandridge,TN,3351,False
Newburgh,IN,3350,False
Milton,DE,3349,False
Woodbourne,PA,3348,False
Mount Morris,NY,3347,False
Blanding,UT,3345,False
Ohioville,PA,3344,False
Mayfield,OH,3344,False
Rayville,LA,3343,False
Lake Park,NC,3342,False
Dilley,TX,3342,False
Haworth,NJ,3342,False
Union Springs,AL,3341,False
Nesquehoning,PA,3341,False
Hartford,SD,3340,False
Lake Cherokee,TX,3340,False
Ossian,IN,3339,False
Lewes,DE,3339,False
Ocilla,GA,3338,False
Avery Creek,NC,3338,False
SUNY Oswego,NY,3338,False
Johnson Creek,WI,3337,False
Gallipolis,OH,3337,False
Welsh,LA,3336,False
Nahant,MA,3336,False
Groveville,NJ,3335,False
Salem Heights CDP (Hamilton County),OH,3335,False
Morada,CA,3335,False
Harvey,MI,3335,False
Helemano,HI,3334,False
Grasonville,MD,3332,False
Williamsburg,IA,3332,False
Wellford,SC,3330,False
Liberty,SC,3329,False
East Rockingham,NC,3328,False
Lordstown,OH,3327,False
Hominy,OK,3327,False
Palmyra,NY,3326,False
Montgomery,MN,3326,False
La Blanca,TX,3326,False
Port Hadlock-Irondale,WA,3326,False
Jefferson,OR,3324,False
Ellsworth,WI,3323,False
Mountain View,NC,3323,False
West End-Cobb Town,AL,3322,False
Newbern,TN,3321,False
Jefferson,OH,3319,False
Buffalo,MO,3319,False
Val Verde Park,TX,3319,False
Knoxville,IL,3318,False
Paw Paw,MI,3318,False
Hartville,OH,3318,False
Bandon,OR,3317,False
Petersburg,AK,3317,False
Halfway House,PA,3317,False
Dillonvale,OH,3316,False
Plymouth,NC,3315,False
Vinton,LA,3314,False
Berwyn Heights,MD,3312,False
Weaver,AL,3312,False
Cutten,CA,3309,False
Chandler,TX,3308,False
Cordes Lakes,AZ,3308,False
Warrensburg,NY,3307,False
Marietta-Alderwood,WA,3304,False
Elizabethtown,NC,3304,False
West Sand Lake,NY,3304,False
Chincoteague,VA,3303,False
Jackson,MN,3301,False
Aurora,IN,3301,False
Venice Gardens,FL,3301,False
Dennis Port,MA,3300,False
Bennett,CO,3299,False
Presidio,TX,3299,False
Hopkinton,MA,3298,False
Iowa,LA,3297,False
Livingston,AL,3297,False
Blountstown,FL,3297,False
Spencer,NC,3296,False
Beaver Dam Lake,NY,3296,False
Putney,GA,3295,False
Milford,IA,3295,False
Muldrow,OK,3294,False
San Antonio Heights,CA,3294,False
Brillion,WI,3294,False
Shannondale,WV,3294,False
Macon,MS,3293,False
Val Verde,CA,3292,False
Pistakee Highlands,IL,3292,False
Kincheloe,MI,3290,False
Feather Sound,FL,3289,False
Linwood,PA,3287,False
Greenwood,PA,3287,False
South Jacksonville,IL,3286,False
Paoli,IN,3286,False
East Richmond Heights,CA,3285,False
Holiday Shores,IL,3285,False
Barnegat,NJ,3284,False
Golden Grove,SC,3282,False
Lake Erie Beach,NY,3282,False
Moose Lake,MN,3282,False
Zephyrhills North,FL,3280,False
Thiensville,WI,3279,False
North Fork,CA,3279,False
Waterford,CT,3276,False
Boscobel,WI,3275,False
Williams,AZ,3275,False
Mannford,OK,3275,False
Redwood,OR,3275,False
Desert View Highlands,CA,3275,False
Hamburg,NJ,3274,False
Chattahoochee Hills,GA,3273,False
Humboldt Hill,CA,3273,False
Athens,PA,3270,False
Carrollton,OH,3270,False
West Wyomissing,PA,3267,False
Abernathy,TX,3266,False
Ely,MN,3265,False
Blountville,TN,3265,False
Clarence Center,NY,3264,False
Algona,WA,3264,False
Fairview CDP (Westchester County),NY,3263,False
Pleasant Hill,PA,3263,False
Masontown,PA,3263,False
Dover Base Housing,DE,3262,False
Tusculum,TN,3261,False
North Hartsville,SC,3261,False
Ravena,NY,3259,False
Waller,TX,3257,False
Penbrook,PA,3255,False
Hilltop,SC,3253,False
Day Valley,CA,3252,False
Carlyle,IL,3252,False
Orofino,ID,3251,False
Macungie,PA,3249,False
Louisiana,MO,3249,False
West Liberty,KY,3247,False
Sugar Creek,MO,3247,False
Dover,FL,3247,False
Geneva,FL,3247,False
Hiawatha,KS,3246,False
Minerva,OH,3246,False
Hansville,WA,3246,False
Cashmere,WA,3244,False
Centerville borough (Washington County),PA,3244,False
El Cerro,NM,3244,False
Magnolia,MS,3243,False
Hodgenville,KY,3243,False
Ridgewood,IL,3242,False
Morganfield,KY,3242,False
Havana,IL,3242,False
Yorkville,WI,3241,False
Howards Grove,WI,3241,False
Hogansville,GA,3240,False
Winnsboro,SC,3239,False
Escatawpa,MS,3239,False
Carmel-by-the-Sea,CA,3239,False
Rush City,MN,3239,False
Trafford,PA,3237,False
Coronita,CA,3235,False
Robbinsville Center,NJ,3235,False
Mount Shasta,CA,3235,False
Washoe Valley,NV,3235,False
Barton Creek,TX,3234,False
Newfane,NY,3234,False
Tallapoosa,GA,3232,False
Willcox,AZ,3232,False
Rockwood,MI,3232,False
Big Lake,AK,3232,False
Springtown,TX,3232,False
Gleed,WA,3231,False
Eagle Lake,MN,3229,False
Emerald Lakes,PA,3228,False
Hayfork,CA,3227,False
Algoma,WI,3227,False
Hoosick Falls,NY,3225,False
Oak Trail Shores,TX,3224,False
Sherwood,WI,3224,False
Dundee,OR,3224,False
Chenango Bridge,NY,3224,False
Le Roy,IL,3223,False
Mount Penn,PA,3222,False
Brodhead,WI,3221,False
Garnett,KS,3219,False
Perkins,OK,3218,False
Vine Hill,CA,3217,False
Hanceville,AL,3216,False
Blairsville,PA,3215,False
Shorewood Forest,IN,3215,False
East Brewton,AL,3215,False
Brackenridge,PA,3214,False
Blissfield,MI,3214,False
Paris,AR,3214,False
Stanton,KY,3214,False
Melbourne Beach,FL,3214,False
Cleveland,OK,3213,False
Pemberwick,CT,3212,False
Hideaway,TX,3212,False
Crestview Hills,KY,3212,False
Gowanda,NY,3211,False
Leisuretowne,NJ,3211,False
Cottondale,AL,3211,False
Red Bay,AL,3210,False
Wesleyville,PA,3209,False
Glasgow,MT,3208,False
Oakridge,OR,3208,False
Virden,IL,3208,False
Burgaw,NC,3207,False
Warrior,AL,3206,False
Lake Nacimiento,CA,3205,False
Pine City,MN,3205,False
Sleepy Hollow,IL,3205,False
Sandia Heights,NM,3205,False
Kingstree,SC,3202,False
Corning,AR,3202,False
Northwest Harwinton,CT,3202,False
Hardwick,GA,3202,False
Nyssa,OR,3202,False
Village Shires,PA,3201,False
Monmouth Beach,NJ,3199,False
Lodi,WI,3196,False
Buckhorn,CA,3196,False
Wrightstown,WI,3196,False
Barbourville,KY,3195,False
Paloma Creek,TX,3194,False
Cassville,MO,3193,False
Gillespie,IL,3193,False
San Castle,FL,3192,False
